,Zone0_EFT[C],Zone1_EFT[C],Zone2_EFT[C],Zone3_EFT[C],Zone4_EFT[C],Zone5_EFT[C],GHX0_EFT[C],GHX0_MFT[C],GHX0_q_ghe[W/m],GHX0_ExFT[C],GHX1_EFT[C],GHX1_MFT[C],GHX1_q_ghe[W/m],GHX1_ExFT[C],GHX2_EFT[C],GHX2_MFT[C],GHX2_q_ghe[W/m],GHX2_ExFT[C]
3366,7.321201,9.400454,8.920477,8.471876,8.458976,8.314430,7.762889,7.670640,0.138004,7.578391,7.670640,7.319719,0.524977,6.968798,7.483482,7.135736,0.520226,6.787991
3367,7.356671,9.946718,9.462742,9.341575,9.328821,9.244356,8.651933,7.806923,1.257304,6.961913,7.806923,7.326793,0.714394,6.846662,7.550854,7.134749,0.619129,6.718643
3368,7.452829,9.941592,9.473422,9.901619,9.891966,9.844712,9.429163,8.034291,2.851037,6.639418,8.034291,7.392663,1.311449,6.751036,7.692089,7.179388,1.047932,6.666686
3369,7.542914,10.014446,9.521482,10.074728,10.066833,10.074338,9.766169,8.214411,3.753770,6.662652,8.214411,7.466504,1.809218,6.718597,7.815527,7.231356,1.413133,6.647186
3370,7.586091,10.064567,9.504234,9.970892,9.963179,10.030952,9.766244,8.283791,3.782368,6.801339,8.283791,7.507862,1.979727,6.731932,7.869962,7.261666,1.552024,6.653369
3371,7.588838,10.346234,9.746369,9.914026,9.904061,10.022488,9.794433,8.295003,3.578500,6.795574,8.295003,7.509206,1.875364,6.723408,7.875911,7.260754,1.468120,6.645596
3372,7.599088,10.436784,9.836039,9.929629,9.919379,10.063243,9.864235,8.321073,3.679103,6.777912,8.321073,7.516534,1.918128,6.711995,7.891986,7.264348,1.496372,6.636710
3373,7.630397,10.429013,9.861313,10.023316,10.010888,10.166502,9.999127,8.383175,4.076666,6.767224,8.383175,7.542766,2.120155,6.702356,7.934957,7.282329,1.646427,6.629701
3374,7.672632,10.489240,9.954101,10.127994,10.119001,10.294337,10.156116,8.462638,4.533518,6.769160,8.462638,7.579325,2.364670,6.696011,7.991537,7.308169,1.829408,6.624801
3375,7.727139,10.484307,9.992878,10.214085,10.207324,10.414195,10.269155,8.552085,5.005314,6.835015,8.552085,7.630284,2.687081,6.708482,8.060458,7.346203,2.082076,6.631948
3376,7.804043,10.275272,9.837548,10.323975,10.318090,10.542109,10.391250,8.667478,5.635185,6.943706,8.667478,7.704774,3.147176,6.742070,8.154036,7.404051,2.451775,6.654067
3377,7.800593,10.011921,9.625606,10.263123,10.256783,10.543795,10.332988,8.655651,5.179121,6.978314,8.655651,7.703909,2.938698,6.752167,8.148055,7.403494,2.298986,6.658932
3378,7.789517,9.953659,9.701374,10.365491,10.358736,10.713980,10.445934,8.657596,5.107213,6.869258,8.657596,7.688278,2.768220,6.718960,8.140626,7.388249,2.148671,6.635872
3379,7.716413,9.932847,9.637396,10.164864,10.156868,10.545258,10.245967,8.543605,4.150979,6.841244,8.543605,7.620188,2.251629,6.696771,8.051116,7.333896,1.748845,6.616676
3380,7.511614,9.699566,9.174995,9.277505,9.263478,9.780700,9.295287,8.181054,1.528288,7.066821,8.181054,7.442017,1.013667,6.702980,7.786901,7.197000,0.809112,6.607099
3381,7.406645,9.714875,9.083518,9.039484,9.016289,9.404616,8.928488,8.004089,1.053232,7.079690,8.004089,7.347888,0.747656,6.691687,7.654115,7.123823,0.604199,6.593531
3382,7.314192,9.431211,8.637770,8.510346,8.489100,8.794338,8.273693,7.833161,0.398734,7.392629,7.833161,7.270497,0.509278,6.707832,7.533073,7.064043,0.424528,6.595012
3383,7.250731,9.319594,8.371684,8.150738,8.125320,8.372311,8.025917,7.726610,0.226618,7.427303,7.726610,7.213750,0.388308,6.700890,7.453085,7.019470,0.328308,6.585856
3384,7.207284,9.351928,8.268207,7.977308,7.944950,8.109814,7.988625,7.661481,0.216687,7.334337,7.661481,7.172295,0.324016,6.683110,7.400582,6.986373,0.274355,6.572163
3385,7.164952,9.095314,7.967045,7.465756,7.431801,7.537862,7.466141,7.577270,-0.070466,7.688399,7.577270,7.139220,0.277763,6.701171,7.343643,6.960734,0.242799,6.577824
3386,7.125306,8.785188,7.631879,6.895325,6.860984,6.927350,6.895739,7.490565,-0.368515,8.085391,7.490565,7.110870,0.235234,6.731175,7.288061,6.939300,0.216069,6.590539
3387,7.084745,8.390275,7.261570,6.224633,6.190749,6.214580,6.183706,7.391142,-0.762679,8.598579,7.391142,7.085419,0.193111,6.779695,7.228090,6.920923,0.194022,6.613756
3388,7.085487,8.925503,8.108281,7.267102,7.242755,7.223926,7.172075,7.407776,-0.206233,7.643477,7.407776,7.079142,0.287548,6.750507,7.232504,6.917467,0.275651,6.602429
3389,7.100922,9.301271,8.640692,8.042573,8.016176,8.017439,7.792569,7.459853,0.360881,7.127137,7.459853,7.082870,0.408895,6.705887,7.258796,6.920494,0.366939,6.582193
3390,7.314147,10.436522,10.123814,10.091786,10.080377,10.128860,9.768195,7.946353,4.199805,6.124512,7.946353,7.232819,1.644876,6.519286,7.565802,7.026541,1.243132,6.487280
3391,7.578311,10.731463,10.386292,10.454867,10.439318,10.493368,10.244136,8.389211,6.587753,6.534286,8.389211,7.475288,3.245791,6.561365,7.901785,7.208625,2.461752,6.515466
3392,7.831938,10.687921,10.352774,10.732296,10.711376,10.756340,10.565637,8.750056,8.105083,6.934475,8.750056,7.725134,4.575438,6.700212,8.203431,7.407374,3.553740,6.611318
3393,8.056605,10.868545,10.532866,10.967954,10.948021,11.004450,10.857098,9.047848,9.175331,7.238598,9.047848,7.949925,5.567948,6.852002,8.462289,7.592965,4.408642,6.723641
3394,8.237165,10.990908,10.627050,11.093316,11.074547,11.145445,11.022854,9.263223,9.726891,7.503592,9.263223,8.134940,6.236925,7.006657,8.661472,7.752242,5.026043,6.843012
3395,8.484349,11.214109,10.876143,11.401196,11.381570,11.457102,11.369757,9.574832,11.240576,7.779908,9.574832,8.382405,7.467485,7.189977,8.938871,7.964896,6.099441,6.990921
3396,8.699226,11.483550,11.205130,11.721331,11.698975,11.785001,11.712594,9.850777,12.278414,7.988961,9.850777,8.595350,8.279365,7.339922,9.181216,8.148381,6.811402,7.115545
3397,8.946472,11.612179,11.323480,11.938244,11.919094,12.012216,11.954329,10.132241,13.384284,8.310153,10.132241,8.847800,9.434957,7.563359,9.447206,8.374206,7.881801,7.301206
3398,9.168689,11.835414,11.574149,12.215813,12.203787,12.298045,12.249817,10.396676,14.328297,8.543535,10.396676,9.070773,10.251743,7.744871,9.689528,8.573445,8.629434,7.457363
3399,9.407982,12.026889,11.795331,12.487904,12.477045,12.578907,12.527442,10.670974,15.380619,8.814505,10.670974,9.312622,11.253780,7.954270,9.946519,8.792510,9.560829,7.638501
3400,9.602845,12.188630,11.997170,12.725520,12.711886,12.824928,12.766706,10.894271,16.003155,9.021835,10.894271,9.508731,11.841805,8.123190,10.155316,8.971450,10.118157,7.787583
3401,9.794805,12.455710,12.332923,13.020525,13.012034,13.137856,13.062367,11.130155,16.834669,9.197943,11.130155,9.698732,12.471473,8.267309,10.366729,9.141178,10.677786,7.915627
3402,9.371222,12.018547,11.876350,12.447338,12.437490,12.631518,12.506762,10.612582,11.705625,8.718402,10.612582,9.273909,8.272711,7.935236,9.898623,8.768477,6.984057,7.638332
3403,9.156048,11.991068,11.830811,12.226520,12.218063,12.412925,12.279036,10.364253,10.509394,8.449470,10.364253,9.055273,7.184410,7.746293,9.666130,8.573098,5.999171,7.480065
3404,8.723972,11.646612,11.409189,11.597243,11.583488,11.815932,11.634230,9.808030,6.745429,7.981830,9.808030,8.626828,4.363001,7.445627,9.178056,8.205018,3.594106,7.231980
3405,8.483728,11.606160,11.367730,11.438523,11.429009,11.619928,11.444247,9.526431,5.976038,7.608615,9.526431,8.381315,3.568253,7.236200,8.915702,7.990043,2.884415,7.064383
3406,8.253016,11.291305,10.998625,11.145121,11.136152,11.278462,11.085910,9.222514,4.609443,7.359119,9.222514,8.153679,2.643956,7.084844,8.652469,7.796499,2.117394,6.940529
3407,8.072198,11.148273,10.788987,10.924920,10.914172,11.032179,10.900376,8.989950,3.846795,7.079525,8.989950,7.972888,2.047937,6.955826,8.447517,7.643261,1.619434,6.839005
3408,7.906416,10.897340,10.433290,10.645592,10.631449,10.728884,10.676703,8.763449,2.978874,6.850194,8.763449,7.810334,1.483969,6.857219,8.255121,7.507897,1.163403,6.760673
3409,7.807616,10.827157,10.340489,10.560019,10.545456,10.612668,10.581500,8.636894,2.879795,6.692288,8.636894,7.711201,1.370872,6.785508,8.143191,7.424102,1.064909,6.705013
3410,7.701661,10.859729,10.280253,10.332062,10.314390,10.365286,10.349254,8.482346,2.321450,6.615439,8.482346,7.610230,1.084454,6.738113,8.017217,7.341025,0.840827,6.664833
3411,7.620096,10.717966,10.085282,10.170160,10.151265,10.189288,10.171786,8.363743,2.057641,6.555700,8.363743,7.532408,0.946100,6.701073,7.920365,7.276932,0.732257,6.633500
3412,7.619742,10.865277,10.369228,10.425451,10.410313,10.435473,10.403744,8.398221,2.913234,6.392698,8.398221,7.522230,1.272469,6.646240,7.931026,7.263988,0.968942,6.596951
3413,7.620167,10.879462,10.449046,10.458652,10.441647,10.470099,10.322813,8.409972,3.202422,6.497130,8.409972,7.520984,1.488316,6.631997,7.935845,7.259392,1.132498,6.582938
3414,7.857289,11.206911,10.984092,10.980211,10.971893,11.008115,10.751029,8.791331,6.349043,6.831633,8.791331,7.743529,3.394678,6.695726,8.232503,7.428472,2.604905,6.624441
3415,8.107557,11.440955,11.160896,11.165057,11.152544,11.196654,10.994645,9.126287,8.196255,7.257930,9.126287,7.995546,4.960423,6.864805,8.523225,7.632508,3.907467,6.741791
3416,8.436854,11.410024,11.147334,11.510274,11.493868,11.536547,11.387041,9.542327,10.520554,7.697613,9.542327,8.328497,6.922569,7.114667,8.894951,7.913314,5.598355,6.931677
3417,8.705223,11.544427,11.279606,11.766678,11.750889,11.803740,11.687465,9.860637,11.759387,8.033810,9.860637,8.601673,8.104022,7.342708,9.189190,8.152118,6.675687,7.115046
3418,8.936314,11.644815,11.360037,11.946789,11.932106,11.995832,11.899825,10.115867,12.614908,8.331910,10.115867,8.839056,9.028722,7.562245,9.434901,8.366500,7.554990,7.298099
3419,9.199183,11.853639,11.581148,12.232960,12.217104,12.286575,12.216102,10.419195,13.970727,8.622288,10.419195,9.104764,10.219535,7.790333,9.718165,8.606060,8.646475,7.493955
3420,9.401387,12.113218,11.883058,12.505228,12.486773,12.568175,12.508308,10.661968,14.747941,8.815628,10.661968,9.306302,10.828603,7.950636,9.938946,8.787032,9.201101,7.635118
3421,9.666525,12.255451,12.014661,12.728767,12.712772,12.808579,12.760273,10.948845,15.968301,9.137417,10.948845,9.576930,12.093854,8.205015,10.217157,9.037231,10.401409,7.857306
3422,9.955482,12.501638,12.288456,13.047793,13.037957,13.152464,13.113086,11.276814,17.418077,9.440542,11.276814,9.867637,13.366834,8.458461,10.525253,9.304316,11.581279,8.083379
3423,10.232707,12.740040,12.549776,13.338738,13.329810,13.458919,13.416621,11.580183,18.544398,9.743746,11.580183,10.147920,14.463031,8.715657,10.816310,9.565733,12.628356,8.315157
3424,10.449786,12.938933,12.780796,13.586159,13.574911,13.715848,13.667739,11.818590,19.159824,9.969441,11.818590,10.366401,15.046747,8.914213,11.044089,9.770583,13.195345,8.497076
3425,10.655062,13.216462,13.114471,13.875818,13.868790,14.019554,13.956845,12.059384,19.934187,10.161924,12.059384,10.570335,15.643537,9.081285,11.265224,9.957734,13.736126,8.650243
3426,10.212503,12.694616,12.582902,13.308154,13.300356,13.513273,13.415267,11.542815,14.755280,9.670363,11.542815,10.124878,11.173614,8.706941,10.786582,9.556413,9.693967,8.326244
3427,10.021656,12.583491,12.463259,13.118158,13.111794,13.327183,13.226514,11.334265,13.839459,9.442016,11.334265,9.930544,10.266486,8.526822,10.585614,9.377134,8.838535,8.168654
3428,9.492618,12.142508,11.968286,12.442142,12.432050,12.686016,12.552635,10.699596,9.341165,8.846556,10.699596,9.399880,6.551863,8.100164,10.006414,8.905422,5.550096,7.804430
3429,9.172924,12.048582,11.871362,12.185582,12.178498,12.406783,12.276014,10.341415,8.110572,8.406816,10.341415,9.073109,5.317218,7.804803,9.664985,8.610569,4.420512,7.556153
3430,8.867169,11.830254,11.612570,11.851763,11.845223,12.040431,11.897032,9.969253,6.412198,8.041474,9.969253,8.766455,4.000759,7.563657,9.327761,8.340779,3.282907,7.353798
3431,8.631426,11.758984,11.496012,11.660162,11.652108,11.786264,11.689703,9.690040,5.503894,7.690376,9.690040,8.527119,3.200836,7.364197,9.069815,8.130410,2.585629,7.191005
3432,8.436270,11.491896,11.178017,11.454730,11.445352,11.540730,11.505382,9.452475,4.727737,7.399569,9.452475,8.330067,2.584847,7.207659,8.853858,7.959027,2.060748,7.064197
3433,8.286525,11.442402,11.091672,11.282426,11.271685,11.351171,11.328681,9.265669,4.242246,7.202657,9.265669,8.180070,2.232358,7.094470,8.686683,7.829201,1.763271,6.971719
3434,8.153163,11.302057,10.904941,11.090610,11.078758,11.145968,11.134952,9.091080,3.709911,7.047208,9.091080,8.048436,1.892544,7.005791,8.535003,7.716776,1.485196,6.898548
3435,8.049738,11.046734,10.623230,10.937771,10.924789,10.976534,10.964784,8.954708,3.417702,6.944632,8.954708,7.946748,1.713820,6.938787,8.417129,7.629862,1.338578,6.842595
3436,8.036345,11.273825,10.912599,11.071833,11.061060,11.100569,11.077437,8.968984,4.207749,6.860532,8.968984,7.926056,2.081329,6.883127,8.412756,7.606162,1.609685,6.799568
3437,8.025733,11.246531,10.920411,11.041603,11.028442,11.079992,10.968338,8.961567,4.435255,6.954795,8.961567,7.916041,2.310764,6.870515,8.403953,7.593482,1.791257,6.783011
3438,8.297948,11.685946,11.501893,11.510383,11.503541,11.559866,11.347570,9.359660,7.801972,7.371750,9.359660,8.181568,4.623670,7.003476,8.731344,7.802639,3.644899,6.873933
3439,8.562609,11.858834,11.618157,11.685624,11.674844,11.733058,11.559328,9.684006,9.568280,7.808683,9.684006,8.453164,6.280007,7.222322,9.027557,8.031241,5.083407,7.034926
3440,8.882440,11.819711,11.583631,11.994029,11.979295,12.031449,11.897082,10.062696,11.640522,8.228310,10.062696,8.779598,8.142196,7.496500,9.378377,8.315655,6.743748,7.252933
3441,9.109785,11.970504,11.723101,12.200081,12.185384,12.242991,12.134380,10.319444,12.503780,8.504508,10.319444,9.011909,9.008104,7.704374,9.622092,8.524292,7.563164,7.426491
3442,9.349991,12.052030,11.788594,12.390406,12.376769,12.447555,12.358760,10.580298,13.594525,8.801836,10.580298,9.258077,10.107024,7.935857,9.875114,8.749852,8.601477,7.624590
3443,9.663539,12.256189,12.010109,12.714990,12.700689,12.790428,12.726781,10.935806,15.418270,9.144830,10.935806,9.574928,11.715618,8.214050,10.210004,9.039008,10.080956,7.868011
3444,9.904949,12.522141,12.316791,13.010024,12.993539,13.103214,13.049774,11.216584,16.406097,9.383393,11.216584,9.816419,12.530740,8.416255,10.469829,9.259372,10.832962,8.048914
3445,10.176261,12.697340,12.479145,13.236765,13.222294,13.346648,13.302877,11.502845,17.514325,9.702813,11.502845,10.093075,13.717075,8.683304,10.750968,9.519453,11.982647,8.287938
3446,10.450018,12.950472,12.754027,13.534462,13.525401,13.665476,13.629185,11.807357,18.751557,9.985528,11.807357,10.368343,14.811355,8.929329,11.039882,9.775887,13.009941,8.511891
3447,10.720869,13.189749,13.013229,13.816882,13.808591,13.961263,13.922025,12.099560,19.836953,10.277095,12.099560,10.641888,15.866290,9.184217,11.322135,10.033707,14.024127,8.745279
3448,10.931136,13.378971,13.231755,14.052710,14.042240,14.206493,14.161712,12.327593,20.412994,10.493475,12.327593,10.853334,16.407907,9.379075,11.541322,10.233782,14.552390,8.926242
3449,11.114536,13.638323,13.542550,14.312921,14.306292,14.480094,14.421206,12.541722,21.018855,10.662237,12.541722,11.035207,16.847815,9.528693,11.738247,10.401724,14.946753,9.065201
3450,10.660777,13.086811,12.983874,13.735536,13.728412,13.968234,13.877974,12.020986,15.883870,10.163997,12.020986,10.578290,12.340187,9.135594,11.251548,9.985611,10.828275,8.719673
3451,10.451747,12.951011,12.840101,13.527445,13.521565,13.764141,13.671264,11.795250,14.865678,9.919236,11.795250,10.365707,11.327809,8.936164,11.032827,9.787655,9.866837,8.542484
3452,9.887070,12.453895,12.295153,12.821598,12.812326,13.098926,12.977384,11.132504,10.201224,9.287624,11.132504,9.798262,7.377661,8.464020,10.420908,9.276969,6.325386,8.133030
3453,9.555152,12.309041,12.150848,12.553715,12.547477,12.810620,12.693763,10.769790,9.022051,8.845817,10.769790,9.458739,6.147886,8.147689,10.070563,8.966111,5.179088,7.861658
3454,9.225821,12.084442,11.891652,12.194925,12.188974,12.433812,12.306762,10.380198,7.229181,8.453634,10.380198,9.127270,4.701448,7.874343,9.711970,8.670222,3.909023,7.628475
3455,8.983974,11.953127,11.727860,11.995517,11.988788,12.187539,12.104757,10.105243,6.417111,8.105728,10.105243,8.880489,3.930646,7.655735,9.452041,8.449041,3.218963,7.446041
3456,8.766875,11.781972,11.511787,11.803466,11.795167,11.939605,11.909178,9.849547,5.509384,7.789916,9.849547,8.660251,3.181293,7.470955,9.215256,8.254440,2.570123,7.293624
3457,8.602604,11.743555,11.443350,11.653907,11.644949,11.752142,11.732887,9.652802,4.996749,7.572718,9.652802,8.494506,2.782444,7.336209,9.035044,8.108386,2.226006,7.181727
3458,8.461607,11.536959,11.205166,11.467456,11.457257,11.555988,11.546767,9.476745,4.493934,7.406724,9.476745,8.353940,2.437564,7.231135,8.877916,7.985825,1.936694,7.093734
3459,8.331540,11.419735,11.048856,11.275264,11.264196,11.359911,11.349611,9.307361,3.963978,7.265110,9.307361,8.225793,2.099307,7.144225,8.730524,7.875558,1.659478,7.020591
3460,8.324573,11.522948,11.213271,11.404524,11.395002,11.472299,11.452451,9.332293,4.930901,7.212135,9.332293,8.211737,2.606104,7.091181,8.734663,7.855899,2.043763,6.977135
3461,8.309647,11.496410,11.211076,11.367309,11.355836,11.438068,11.340343,9.317458,5.105309,7.294573,9.317458,8.198252,2.824627,7.079045,8.720548,7.840047,2.222189,6.959545
3462,8.568244,11.966381,11.792632,11.796816,11.790440,11.854923,11.654504,9.678491,8.206870,7.702479,9.678491,8.454284,5.084438,7.230076,9.025581,8.045574,4.070211,7.065567
3463,8.792479,12.167572,11.929304,11.929304,11.918630,11.975799,11.803875,9.941532,9.590079,8.079189,9.941532,8.686457,6.462974,7.431381,9.272159,8.244273,5.293068,7.216387
3464,9.071570,12.113106,11.874132,12.196125,12.181190,12.225570,12.089687,10.266489,11.423462,8.443291,10.266489,8.971807,8.111985,7.677124,9.575992,8.495089,6.772525,7.414186
3465,9.259648,12.234185,11.980323,12.365168,12.350067,12.392323,12.280980,10.476082,12.108862,8.671183,10.476082,9.164231,8.801059,7.852380,9.776428,8.669042,7.429326,7.561656
3466,9.395405,12.302415,12.016692,12.441968,12.427253,12.473171,12.376984,10.613842,12.413050,8.850700,10.613842,9.304996,9.214665,7.996151,9.915791,8.800678,7.850728,7.685566
3467,9.595147,12.447521,12.170734,12.662290,12.646202,12.695052,12.623582,10.843242,13.609877,9.062901,10.843242,9.506295,10.220337,8.169348,10.130203,8.983654,8.764836,7.837105
3468,9.780438,12.645305,12.414749,12.923577,12.905092,12.962209,12.902301,11.068397,14.595341,9.234494,11.068397,9.690222,10.968370,8.312047,10.333370,9.148515,9.429818,7.963659
3469,10.025220,12.735319,12.494379,13.117429,13.101440,13.178606,13.130330,11.330939,15.823801,9.531547,11.330939,9.940090,12.231092,8.549240,10.589153,9.380727,10.626866,8.172300
3470,10.338382,12.955343,12.746693,13.453453,13.443836,13.548980,13.510471,11.685208,17.652893,9.859945,11.685208,10.255055,13.831622,8.824901,10.922460,9.670865,12.104704,8.419270
3471,10.643939,13.193147,13.009439,13.765414,13.756795,13.883346,13.842531,12.017594,19.044178,10.192657,12.017594,10.563873,15.170345,9.110152,11.242276,9.960125,13.379916,8.677975
3472,10.877641,13.394188,13.242345,14.023506,14.012706,14.154342,14.108186,12.271835,19.776517,10.435485,12.271835,10.799101,15.860564,9.326367,11.486377,10.181942,14.048077,8.877506
3473,11.023925,13.635277,13.534724,14.247986,14.241058,14.391176,14.329390,12.445666,20.021722,10.561943,12.445666,10.943390,15.967398,9.441113,11.644452,10.314751,14.133131,8.985049
3474,10.544361,13.090918,12.980167,13.647500,13.639775,13.850143,13.753087,11.893147,14.751374,10.033207,11.893147,10.460516,11.362339,9.027886,11.129077,9.876114,9.937383,8.623150
3475,10.325856,12.957722,12.837957,13.427935,13.421599,13.636608,13.536441,11.656059,13.774313,9.775678,11.656059,10.238247,10.385863,8.820435,10.899893,9.669815,9.010659,8.439737
3476,9.795168,12.475932,12.305532,12.745514,12.735636,12.997282,12.866890,11.026527,9.458105,9.186164,11.026527,9.705805,6.787538,8.385082,10.322142,9.192913,5.803402,8.063684
3477,9.503450,12.344705,12.179292,12.511770,12.505146,12.755471,12.633371,10.709853,8.609501,8.786336,10.709853,9.406642,5.833065,8.103430,10.014807,8.919042,4.904552,7.823277
3478,9.204680,12.129804,11.931073,12.174264,12.168287,12.409477,12.278596,10.354935,6.989297,8.431274,10.354935,9.106084,4.537488,7.857233,9.688881,8.651308,3.769848,7.613734
3479,8.988399,11.982278,11.754193,11.994468,11.987467,12.189603,12.105850,10.110253,6.315421,8.114657,10.110253,8.885012,3.877495,7.659770,9.456791,8.453093,3.176382,7.449394
3480,8.785190,11.828845,11.556209,11.802063,11.793915,11.956868,11.926169,9.870673,5.438590,7.815177,9.870673,8.678799,3.153554,7.486924,9.235007,8.271113,2.550345,7.307219
3481,8.634828,11.799838,11.500853,11.668471,11.659287,11.788324,11.769145,9.691665,5.001538,7.614185,9.691665,8.526832,2.804338,7.361998,9.070420,8.137009,2.247191,7.203597
3482,8.504996,11.608212,11.281036,11.510797,11.501019,11.611100,11.602001,9.530543,4.552357,7.459086,9.530543,8.397168,2.490772,7.263793,8.926076,8.023760,1.982983,7.121444
3483,8.385833,11.476172,11.115943,11.336810,11.325732,11.432190,11.422174,9.376192,4.081065,7.330210,9.376192,8.279611,2.187319,7.183031,8.791349,7.922386,1.733297,7.053423
3484,8.385892,11.571604,11.269839,11.472848,11.463838,11.545974,11.526624,9.408512,5.045740,7.290400,9.408512,8.272964,2.705087,7.137417,8.802887,7.909326,2.128629,7.015765
3485,8.373097,11.550579,11.270484,11.441800,11.430457,11.510220,11.414298,9.394236,5.183593,7.374173,9.394236,8.262014,2.905344,7.129792,8.790384,7.896197,2.294534,7.002010
3486,8.630596,12.030706,11.858034,11.867629,11.861201,11.919713,11.720583,9.749548,8.221735,7.778512,9.749548,8.517586,5.138854,7.285624,9.092501,8.102704,4.128720,7.112906
3487,8.858156,12.238785,12.002227,12.002227,11.991631,12.045646,11.875019,10.015167,9.629803,8.155315,10.015167,8.753088,6.534698,7.491009,9.342059,8.305124,5.368961,7.268190
3488,9.146270,12.189716,11.953529,12.275863,12.261133,12.306097,12.171837,10.349789,11.530598,8.527742,10.349789,9.047469,8.241572,7.745148,9.655218,8.564615,6.901745,7.474012
3489,9.349750,12.311914,12.062987,12.459867,12.445090,12.490465,12.381310,10.576746,12.325012,8.772181,10.576746,9.255381,9.024797,7.934017,9.872018,8.752873,7.643660,7.633728
3490,9.520917,12.379400,12.104595,12.575541,12.561325,12.613411,12.520899,10.755383,12.900805,8.989868,10.755383,9.431754,9.671899,8.108124,10.049448,8.916881,8.275780,7.784314
3491,9.819067,12.531132,12.277615,12.886530,12.871812,12.945222,12.879728,11.096029,14.861441,9.312330,11.096029,9.732468,11.360931,8.368907,10.368797,9.190805,9.814806,8.012813
3492,10.087027,12.767619,12.561311,13.205904,13.189347,13.290038,13.236393,11.408446,16.232696,9.580498,11.408446,10.000582,12.502229,8.592719,10.657585,9.434961,10.857253,8.212337
3493,10.326479,12.923714,12.701158,13.394846,13.380095,13.495896,13.451291,11.657933,17.052594,9.864576,11.657933,10.245076,13.434507,8.832219,10.904410,9.665987,11.775850,8.427565
3494,10.624833,13.170687,12.974151,13.711037,13.701985,13.843987,13.807710,11.990764,18.633956,10.173818,11.990764,10.545028,14.826961,9.099291,11.219705,9.944979,13.073138,8.670253
3495,10.924490,13.413553,13.239227,14.013389,14.005203,14.169045,14.130317,12.313738,19.956249,10.497158,12.313738,10.847689,16.105449,9.381641,11.531845,10.230369,14.297519,8.928893
3496,11.095449,13.571451,13.423330,14.205494,14.194954,14.368949,14.323927,12.497211,20.139134,10.670494,12.497211,11.019476,16.291682,9.541742,11.709086,10.394149,14.496877,9.079212
3497,11.204856,13.784469,13.685567,14.401096,14.394253,14.567410,14.506650,12.631603,20.232636,10.756556,12.631603,11.126391,16.241942,9.621179,11.828823,10.491751,14.427632,9.154680
3498,10.567785,13.193609,13.075039,13.642615,13.634412,13.860490,13.756688,11.903778,13.708069,10.050868,11.903778,10.484500,10.499998,9.065223,11.146830,9.906018,9.179684,8.665207
3499,10.278508,13.035976,12.905295,13.361864,13.354954,13.578142,13.468912,11.589903,12.588282,9.710894,11.589903,10.190424,9.375705,8.790945,10.843514,9.632786,8.111183,8.422058
3500,9.800162,12.518980,12.342381,12.728889,12.718625,12.993208,12.858197,11.022622,9.088401,9.187046,11.022622,9.711003,6.494158,8.399384,10.323091,9.202529,5.548189,8.081966
3501,9.542110,12.377205,12.211132,12.526425,12.519805,12.791271,12.668724,10.747753,8.547449,8.826781,10.747753,9.445617,5.793908,8.143482,10.053280,8.957915,4.873874,7.862551
3502,9.266100,12.153367,11.957716,12.205644,12.199619,12.471097,12.342262,10.421578,7.074369,8.500894,10.421578,9.167900,4.617616,7.914222,9.752950,8.709700,3.842555,7.666450
3503,9.052920,12.068214,11.842114,12.013894,12.007112,12.258444,12.175417,10.180945,6.354186,8.186473,10.180945,8.949958,3.921799,7.718971,9.524419,8.514065,3.218885,7.503711
3504,8.873395,11.863865,11.605421,11.842680,11.834752,12.060699,12.031579,9.975352,5.726430,7.919126,9.975352,8.766751,3.365861,7.558149,9.330765,8.350686,2.729442,7.370608
3505,8.730883,11.843645,11.561872,11.710364,11.701910,11.904813,11.886727,9.808008,5.300211,7.729289,9.808008,8.622434,3.022915,7.436860,9.175702,8.222519,2.430376,7.269336
3506,8.595773,11.723045,11.409432,11.546944,11.537330,11.724371,11.715639,9.640139,4.751221,7.564638,9.640139,8.487567,2.638458,7.334996,9.025434,8.104733,2.107662,7.184032
3507,8.474487,11.584631,11.239501,11.387766,11.377423,11.547276,11.537668,9.484132,4.268666,7.430596,9.484132,8.367698,2.320721,7.251263,8.888700,8.001100,1.845046,7.113500
3508,8.389181,11.418165,11.066429,11.291137,11.280342,11.432126,11.409565,9.377414,4.141353,7.345263,9.377414,8.282942,2.230441,7.188471,8.793696,7.926878,1.766503,7.060060
3509,8.301846,11.226667,10.865580,11.084487,11.070170,11.235715,11.112063,9.246914,3.698964,7.381764,9.246914,8.202193,2.071890,7.157472,8.689729,7.858550,1.648395,7.027371
3510,8.261178,11.224086,10.911611,10.945760,10.934079,11.116944,10.756823,9.163826,3.650581,7.570830,9.163826,8.172095,2.272696,7.180363,8.634903,7.834063,1.835240,7.033224
3511,8.321048,11.433943,11.182339,11.182339,11.169721,11.339685,11.031399,9.272951,5.009298,7.514503,9.272951,8.224361,2.987121,7.175772,8.713703,7.872299,2.396911,7.030895
3512,8.369327,11.449625,11.142818,11.189985,11.175900,11.320737,11.058928,9.339338,5.539914,7.619749,9.339338,8.273177,3.434797,7.207016,8.770719,7.910594,2.771021,7.050469
3513,8.506260,11.630057,11.316609,11.392702,11.377672,11.505492,11.318469,9.536404,7.052320,7.754340,9.536404,8.406130,4.472935,7.275855,8.933591,8.017880,3.623824,7.102170
