,Zone0_P_htg,Zone0_P_clg,Zone0_P_cp,central_loop_P_cp,GHX0_P_cp
51,266.0,0.0,13.924566614184407,3.545418633939345e-06,0.09770168643589514
52,266.0,0.0,13.924999789877754,3.5457495247299474e-06,0.09770776528276019
53,266.0,0.0,13.925424577967023,3.5460740284576037e-06,0.09771372660823421
54,266.0,0.0,13.925841297631209,3.546392387799115e-06,0.0977195748809923
55,266.0,0.0,13.92625025016047,3.5467048318439334e-06,0.09772531431938353
56,266.0,0.0,13.926651720268783,3.547011577090422e-06,0.09773094890979252
57,266.0,0.0,13.927045977288355,3.5473128283524473e-06,0.09773648242334772
58,266.0,0.0,13.927433276258386,3.547608779585794e-06,0.09774191843115168
59,266.0,0.0,13.927813858919086,3.5478996146427502e-06,0.09774726031818734
60,266.0,0.0,13.928187954620807,3.548185507962246e-06,0.09775251129603581
61,266.0,0.0,13.928555781156723,3.548466625202038e-06,0.09775767441452629
62,266.0,0.0,13.928917545526746,3.5487431238186767e-06,0.0977627525724234
63,266.0,0.0,13.929273444639328,3.5490151536003715e-06,0.09776774852724594
64,266.0,0.0,13.929623665957093,3.549282857157225e-06,0.09777266490430038
65,266.0,0.0,13.929968388091677,3.549546370372918e-06,0.09777750420500317
66,266.0,0.0,13.930307781352454,3.549805822821414e-06,0.09778226881455894
67,266.0,0.0,13.930642008253368,3.5500613381518453e-06,0.09778696100905214
68,266.0,0.0,13.933467929609758,3.5522222355561766e-06,0.0978266384754367
69,266.0,0.0,13.939552476160754,3.556877882250663e-06,0.09791209612361475
70,266.0,0.0,13.945627299552253,3.561530145546709e-06,0.09799745443031481
71,266.0,0.0,13.951621865089114,3.5661249200961995e-06,0.09808172147823682
72,266.0,0.0,13.957536802196715,3.5706625320367824e-06,0.09816490466644569
73,266.0,0.0,13.963374236055424,3.5751444600187124e-06,0.09824703247670571
74,266.0,0.0,13.969136239559074,3.5795721498461216e-06,0.09832813272320184
75,266.0,0.0,13.972646735254543,3.582271507323902e-06,0.09837755938113055
76,266.0,0.0,13.973021212003948,3.5825595372228542e-06,0.09838283262721197
77,266.0,0.0,13.97332189267104,3.5827908178218183e-06,0.09838706680585903
78,266.0,0.0,13.973617120784715,3.583017914055133e-06,0.09839122429041626
79,266.0,0.0,13.973908517134264,3.5832420722177976e-06,0.09839532790113915
80,266.0,0.0,13.974196212202731,3.583463392322187e-06,0.09839937947224599
81,266.0,0.0,13.974480299712319,3.583681946120461e-06,0.09840338032043494
82,266.0,0.0,13.97476086918543,3.583897802149692e-06,0.09840733170340352
83,266.0,0.0,13.975038006835923,3.584111026416575e-06,0.09841123483239132
84,266.0,0.0,13.975311795744727,3.5843216825317116e-06,0.09841509087464587
85,266.0,0.0,13.975582316010179,3.5845298318245125e-06,0.09841890095553286
86,266.0,0.0,13.97584964488916,3.584735533451044e-06,0.0984226661605172
87,266.0,0.0,13.97611385692996,3.5849388444955846e-06,0.09842638753702797
88,266.0,0.0,13.976375024097457,3.5851398200662856e-06,0.09843006609621556
89,266.0,0.0,13.97663321589117,3.5853385133854115e-06,0.09843370281460886
90,266.0,0.0,13.976888499456628,3.58553497587447e-06,0.0984372986356788
91,266.0,0.0,13.977140939690512,3.5857292572345646e-06,0.09844085447131393
92,266.0,0.0,13.977390599340008,3.5859214055223537e-06,0.09844437120321553
93,266.0,0.0,13.977637539096726,3.5861114672218397e-06,0.09844784968421587
94,266.0,0.0,13.977881817685534,3.5862994873122843e-06,0.0984512907395254
95,266.0,0.0,13.978123491948661,3.5864855093325012e-06,0.0984546951679134
96,266.0,0.0,13.978362616925335,3.5866695754417367e-06,0.09845806374282619
97,266.0,0.0,13.978599245927262,3.586851726477388e-06,0.09846139721344661
98,266.0,0.0,13.9788334306102,3.5870320020097125e-06,0.09846469630569897
99,266.0,0.0,13.979065221041846,3.5872104403937504e-06,0.09846796172320231
100,266.0,0.0,13.979294665766304,3.587387078818599e-06,0.09847119414817529
101,266.0,0.0,13.979521811865292,3.5875619533542314e-06,0.09847439424229573
102,266.0,0.0,13.979746705016302,3.5877350989959693e-06,0.09847756264751734
103,266.0,0.0,13.979969389547943,3.5879065497067795e-06,0.09848069998684625
104,266.0,0.0,13.980189908492516,3.5880763384575146e-06,0.09848380686507993
105,266.0,0.0,13.980408303636095,3.5882444972651846e-06,0.09848688386950989
106,266.0,0.0,13.980624615566205,3.5884110572294345e-06,0.09848993157059124
107,266.0,0.0,13.98083888371724,3.5885760485672764e-06,0.09849295052258071
108,266.0,0.0,13.981051146413733,3.5887395006461775e-06,0.09849594126414371
109,266.0,0.0,13.981261440911654,3.588901442015657e-06,0.0984989043189349
110,266.0,0.0,13.981469803437763,3.5890619004373756e-06,0.09850184019615033
111,266.0,0.0,13.981676269227185,3.5892209029138813e-06,0.09850474939105511
112,266.0,0.0,13.98188087255929,3.5893784757160506e-06,0.09850763238548751
113,266.0,0.0,13.982083646791956,3.5895346444093083e-06,0.09851048964834
114,266.0,0.0,13.982284624394316,3.5896894338786673e-06,0.09851332163601906
115,266.0,0.0,13.98248383697807,3.589842868352674e-06,0.09851612879288484
116,266.0,0.0,13.982681315327396,3.5899949714263134e-06,0.09851891155167151
117,266.0,0.0,13.982877089427612,3.5901457660829185e-06,0.09852167033388962
118,266.0,0.0,13.98307118849259,3.5902952747151446e-06,0.09852440555021093
119,266.0,0.0,13.983263640990984,3.5904435191450395e-06,0.09852711760083695
120,266.0,0.0,13.983454474671383,3.5905905206432884e-06,0.09852980687585224
121,266.0,0.0,13.983643716586393,3.590736299947641e-06,0.09853247375556255
122,266.0,0.0,13.983831393115732,3.590880877280568e-06,0.09853511861081912
123,266.0,0.0,13.984017529988364,3.59102427236622e-06,0.09853774180332976
124,266.0,0.0,13.98420215230374,3.5911665044466587e-06,0.09854034368595685
125,266.0,0.0,13.984385284552157,3.5913075922974524e-06,0.09854292460300372
126,266.0,0.0,13.984566950634346,3.5914475542426474e-06,0.09854548489048924
127,266.0,0.0,13.984747173880226,3.591586408169141e-06,0.09854802487641191
128,266.0,0.0,13.98492597706695,3.591724171540467e-06,0.09855054488100251
129,266.0,0.0,13.985103382436238,3.591860861410086e-06,0.09855304521696846
130,266.0,0.0,13.985279411711046,3.5919964944341123e-06,0.09855552618972716
131,266.0,0.0,13.985454086111542,3.5921310868835737e-06,0.09855798809763096
132,266.0,0.0,13.985627426370545,3.5922646546561962e-06,0.09856043123218365
133,266.0,0.0,13.985799452748322,3.5923972132877516e-06,0.09856285587824855
134,266.0,0.0,13.985970185046853,3.59252877796296e-06,0.09856526231424872
135,266.0,0.0,13.986139642623542,3.5926593635259965e-06,0.09856765081235982
136,266.0,0.0,13.986307844404443,3.592788984490608e-06,0.09857002163869548
137,266.0,0.0,13.986474808896972,3.5929176550498374e-06,0.0985723750534863
138,266.0,0.0,13.986640554202177,3.5930453890854342e-06,0.09857471131125199
139,266.0,0.0,13.986805098026553,3.593172200176873e-06,0.09857703066096733
