,Zone0_P_htg,Zone0_P_clg,Zone0_P_cp,Zone1_P_htg,Zone1_P_clg,Zone1_P_cp,Zone2_P_htg,Zone2_P_clg,Zone2_P_cp,Zone3_P_htg,Zone3_P_clg,Zone3_P_cp,Zone4_P_htg,Zone4_P_clg,Zone4_P_cp,Zone5_P_htg,Zone5_P_clg,Zone5_P_cp,central_loop_P_cp,GHX0_P_cp,GHX1_P_cp,GHX2_P_cp,ISHX0_P_cp
15,18880.983459736504,4400.394028081046,1725.9605154004835,8857.271585894248,-0.0,391.43399440816006,19280.784547819057,0.0,928.5486996450225,146.76828537103555,-0.0,6.491116228561438,7882.331960648252,0.0,242.41125069802806,2319.48492896316,-0.0,102.69116224973742,721.854040881203,145.95478439485612,77.84255167725658,68.11223271759953,531.3806323477189
16,18852.019489072434,4503.1562754174765,1732.588011905464,8848.797657650433,-0.0,390.93296987705776,22280.905480930574,0.0,1072.9589663837382,119.77882762488971,-0.0,5.296177984554298,7943.556096889595,0.0,244.2490375387085,2647.2873759862177,-0.0,117.17788273663042,828.9770504552794,160.059115601135,85.36486165393869,74.69425394719636,536.1069374971011
17,19084.524665591587,4579.163741987512,1756.0021990371204,8848.70432582711,-0.0,390.9347031774495,22019.77289842468,0.0,1060.3956583099653,116.22569001912437,-0.0,5.1405542849642805,7847.433202370655,0.0,241.34519609781563,3089.2117295670346,-0.0,136.77346060231017,841.1428060026294,161.6212883646179,86.19802046112953,75.42326790348837,554.3089727562283
18,25223.15556087475,3903.177157440535,2132.5747207372433,7385.999252745338,-0.0,326.3198213200067,25075.767368672958,0.0,1207.5887711377213,119.17282033974516,-0.0,5.270907346314735,7362.241183525896,0.0,226.42334137040078,4078.3554741119724,-0.0,180.5640952809895,1207.1541358400218,205.63351467975005,109.6712078292,95.96230685055004,842.8034043348434
19,26925.808153142185,2751.142755026278,2154.6346089618423,4504.9116409424705,-0.0,199.61087391506194,23946.11087816562,0.0,1153.81190999594,116.88409538412755,-0.0,5.175797457784708,7110.684314652255,0.0,218.8799827018883,4808.974145471704,-0.0,213.13142989344888,1087.5464055770599,191.81560728767857,102.30165722009524,89.51395006758334,748.3428818143958
20,24860.568293022483,2857.452475599891,2018.3517541182534,4536.131015029712,-0.0,201.43078023648,27121.098497171548,0.0,1307.175367383169,119.6620451306411,-0.0,5.301890522694211,7418.158699774634,0.0,228.44311411034369,4597.019098755443,-0.0,203.85748792022108,1113.814100381814,194.89194261503408,103.94236939468486,90.94957322034925,626.3996586290574
21,28941.279793244954,1333.9673003813418,2174.760373699732,4527.828466848734,-0.0,200.99988212699148,25961.865889602457,0.0,1251.2473845918223,117.4027452158154,-0.0,5.203087015986726,7786.107891950351,0.0,239.81846777600396,4214.028994856823,-0.0,186.92641384627223,1204.5368121578758,205.33617386900454,109.51262606346911,95.82354780553545,769.081660729721
22,26642.677155944348,1361.3631247004002,2015.8696616395962,4574.109210692477,-0.0,203.73701204761753,29135.78180248211,0.0,1405.1240796277837,164.69945814563079,-0.0,7.307876080239614,8227.971524855002,0.0,253.64964768271005,3453.03879702542,-0.0,153.35870019055213,1207.985156675448,205.72787776319225,109.7215348070359,96.00634295615636,626.0924091211685
23,27353.139544056754,870.6846971772932,2023.6204334325207,4577.849575517686,-0.0,203.89000570667613,27506.237095106088,0.0,1326.512581326848,118.28470870560464,-0.0,5.250064059478635,8923.801670090243,0.0,275.16482980795035,3012.3964792802212,-0.0,133.8386360702869,1163.9909559876996,200.70205338943694,107.04109514103305,93.66095824840392,632.8439064432994
24,27942.76188834535,703.2604730131916,2051.5626822095714,4592.051323700612,-0.0,204.74548057529208,30454.438435510554,0.0,1469.0161540607344,120.68872316061622,-0.0,5.358547097901457,9668.657947423315,0.0,298.2037858452178,1680.7579209999299,-0.0,74.70708834948718,1319.980808155005,218.25481696006463,116.40256904536778,101.85224791469683,657.8326958099352
25,27634.337458424765,627.1674464761982,2023.730856262662,4606.057470126389,-0.0,205.51487982895222,27693.602187606546,0.0,1336.0533242699917,132.99349211223682,-0.0,5.908103026241863,10384.60532482009,0.0,320.41246749453177,513.7254096780593,-0.0,22.847992470449405,1178.3002408430389,202.34356162414812,107.91656619954567,94.42699542460245,634.2232210706561
26,27905.887514259684,570.5999497930394,2038.1139011661094,4605.177503631585,-0.0,205.49207225940015,30445.08648606079,0.0,1468.87222606359,136.15063205316815,-0.0,6.047827404133645,10803.131242589072,0.0,333.3051472562887,290.4780913940986,-0.0,12.919597286727667,1325.8033868135342,218.89617698889677,116.7446277274116,102.15154926148517,646.652697774674
27,28383.976792032136,520.4418661871873,2068.3795668233165,4613.346538466947,-0.0,205.9469780500317,28757.130370343464,0.0,1387.5659834729079,133.1502040763593,-0.0,5.91691356484084,11156.214519758018,0.0,344.2984684810435,123.07053186355051,-0.0,5.476053914109412,1289.5735204762084,214.88997716468972,114.60798782116785,100.28198934352186,673.7498583037316
28,29031.111106104345,474.09944722105496,2110.6319452916164,4618.35265570461,-0.0,206.2125731568203,31867.971762575075,0.0,1537.8082950611627,136.50751539909027,-0.0,6.066307541298136,11532.364348153773,0.0,355.915590658957,123.10239816722525,-0.0,5.477947224749605,1495.8365403162131,237.23289916610864,126.52421288859125,110.70868627751737,712.5138705778653
29,25777.825201385913,667.8623050868249,1896.6340650600894,4624.766841228982,-0.0,206.60507732127857,30462.699236432043,0.0,1470.184732262523,133.1478757389745,-0.0,5.919779032966658,11868.315477064212,0.0,366.40776581867163,291.3353803476676,-0.0,12.970099202613229,1247.686106998578,210.21109928433597,112.11258628497917,98.0985129993568,531.8629348978851
30,22041.364657554168,1027.6086340016293,1661.7323213869174,4611.148557659501,-0.0,205.84935271291926,33384.26259585813,0.0,1610.923254008436,181.2966206598787,-0.0,8.057994880808884,11932.2200303398,0.0,368.29869337004,1578.8925066098982,-0.0,70.27784817272251,1201.6440516075895,205.00729141350658,109.33722208720353,95.6700693263031,371.28916644583177
31,17862.30075691623,5397.780095628604,1749.6654922835953,4597.110178007669,-0.0,205.007678992114,21023.593790482213,0.0,1014.2331256279383,166.76863670295646,-0.0,7.4113930284761995,11717.670938130634,0.0,361.64647631973475,5328.733841898389,-0.0,237.16517752209302,863.6905080375279,164.49681959838298,87.73163711913757,76.76518247924538,426.2432501723576
32,10618.29492793181,9370.215711140685,1577.7974426443318,7593.935318714288,-0.0,335.48506716599877,17067.65547988872,0.0,822.2214566797913,341.00541249565873,-0.0,15.090608181763331,11590.118465368598,0.0,356.5975548007588,5591.205005877808,-0.0,247.79843809587254,703.5678514712072,143.47934946700857,76.52231971573795,66.95702975127067,392.9565412432163
33,8569.19133201832,11484.708375257082,1610.890551942066,8990.25465378263,-0.0,394.01419506999866,6938.4328814945575,437.1544321412805,360.1587928136045,575.0946686668425,-0.0,25.362270690598514,10784.806215586068,0.0,330.9573949936834,5309.367394617596,-0.0,234.50188441250867,473.36174560144326,110.16598273776042,58.755190793472224,51.4107919442882,449.82907781596924
