,Zone0_EFT[C],Zone0_ExFT[C],Zone0_CNT[C],Zone1_EFT[C],Zone1_ExFT[C],Zone1_CNT[C],Zone2_EFT[C],Zone2_ExFT[C],Zone2_CNT[C],Zone3_EFT[C],Zone3_ExFT[C],Zone3_CNT[C],Zone4_EFT[C],Zone4_ExFT[C],Zone4_CNT[C],Zone5_EFT[C],Zone5_ExFT[C],Zone5_CNT[C],GHX0_EFT[C],GHX0_MFT[C],GHX0_q_ghe[W/m],GHX0_ExFT[C],GHX0_CNT[C],GHX1_EFT[C],GHX1_MFT[C],GHX1_q_ghe[W/m],GHX1_ExFT[C],GHX1_CNT[C],GHX2_EFT[C],GHX2_MFT[C],GHX2_q_ghe[W/m],GHX2_ExFT[C],GHX2_CNT[C]
7885,7.786381,13.800882,13.800882,7.786381,3.113290,11.925427,7.786381,10.501549,11.732387,7.786381,3.113290,11.681407,7.786381,4.553539,10.830512,7.786381,3.113290,10.514978,10.514978,9.168643,4.859496,7.822308,7.822308,10.514978,9.137083,4.973407,7.759189,7.800353,10.514978,9.127726,5.007183,7.740474,7.786381
7886,7.803678,13.963772,13.963772,7.803678,3.135116,12.119547,7.803678,11.582250,12.048883,7.803678,3.135116,11.999267,7.803678,4.574339,11.244158,7.803678,3.135116,10.949309,10.949309,9.394390,5.619825,7.839471,7.839471,10.949309,9.362949,5.733462,7.776588,7.817599,10.949309,9.353624,5.767162,7.757939,7.803678
7887,7.907275,14.144324,14.144324,7.907275,3.234467,12.323287,7.907275,9.809509,12.049792,7.907275,3.234467,12.008990,7.907275,4.675116,11.312041,7.907275,3.234467,11.049770,11.049770,9.496501,5.504081,7.943232,7.943232,11.049770,9.464915,5.616007,7.880061,7.921260,11.049770,9.455548,5.649201,7.861325,7.907275
7888,8.141430,14.259789,14.259789,8.141430,3.453494,12.013553,8.141430,6.166357,11.527818,8.141430,3.453494,11.485020,8.141430,4.898699,10.708131,8.141430,3.453494,10.377043,10.377043,9.278344,3.156681,8.179646,8.179646,10.377043,9.244773,3.253136,8.112503,8.156292,10.377043,9.234820,3.281731,8.092597,8.141430
7889,8.314344,14.292059,14.292059,8.314344,3.601737,11.911182,8.314344,5.069605,11.129588,8.314344,3.601737,11.086013,8.314344,5.053530,10.261989,8.314344,3.601737,9.906162,9.906162,9.129661,2.211899,8.353161,8.353161,9.906162,9.095561,2.309037,8.284960,8.329439,9.906162,9.085453,2.337829,8.264744,8.314344
7890,8.339022,14.187934,14.187934,8.339022,3.610952,12.222181,8.339022,5.082596,10.992667,8.339022,3.610952,10.967783,8.339022,5.066516,10.210281,8.339022,3.610952,9.769962,9.769962,9.073770,2.088987,8.377579,8.377579,9.769962,9.039898,2.190624,8.309834,8.354016,9.769962,9.029859,2.220748,8.289756,8.339022
7891,8.586651,14.189000,14.189000,8.586651,3.849910,12.848021,8.586651,5.324362,10.164986,8.586651,3.849910,10.145341,8.586651,5.308519,9.594514,8.586651,3.849910,9.179917,9.179917,8.902147,0.904940,8.624378,8.624378,9.179917,8.869004,1.012917,8.558091,8.601322,9.179917,8.859183,1.044913,8.538449,8.586651
7892,8.669658,14.129723,14.129723,8.669658,3.909553,12.793123,8.669658,5.389795,9.630493,8.669658,3.909553,9.614597,8.669658,5.373995,9.137189,8.669658,3.909553,8.809861,8.809861,8.758046,0.184832,8.706230,8.706230,8.809861,8.725916,0.299443,8.641971,8.683879,8.809861,8.716397,0.333399,8.622932,8.669658
7893,9.094849,12.423552,12.423552,9.094849,4.316435,10.903964,9.094849,5.802303,8.238222,9.094849,4.316435,8.225377,9.094849,5.786895,7.877724,9.094849,4.316435,7.642899,7.642899,8.387802,-2.307771,9.132704,9.132704,7.642899,8.354543,-2.204734,9.066187,9.109568,7.642899,8.344694,-2.174220,9.046489,9.094849
7894,9.024575,11.713946,11.713946,9.024575,4.211770,10.341648,9.024575,5.705408,7.763584,9.024575,4.211770,7.750997,9.024575,5.689892,7.455593,9.024575,4.211770,7.294548,7.294548,8.178193,-2.946479,9.061837,9.061837,7.294548,8.145454,-2.837314,8.996360,9.039063,7.294548,8.135761,-2.804992,8.976974,9.024575
7895,9.016130,10.736451,10.736451,9.016130,4.209533,9.503756,9.016130,5.701714,7.359505,9.016130,4.209533,7.351659,9.016130,5.686195,7.074436,9.016130,4.209533,6.951129,6.951129,8.002186,-3.527958,9.053243,9.053243,6.951129,7.969578,-3.418505,8.988026,9.030559,6.951129,7.959924,-3.386103,8.968719,9.016130
7896,8.958434,9.986850,9.986850,8.958434,4.154073,8.880446,8.958434,5.645550,6.934789,8.958434,4.154073,6.928355,8.958434,5.629978,6.702797,8.958434,4.154073,6.645871,6.645871,7.820281,-4.239898,8.994691,8.994691,6.645871,7.788424,-4.124886,8.930977,8.972530,6.645871,7.778994,-4.090843,8.912117,8.958434
7897,8.921769,9.039834,9.039834,8.921769,4.123289,8.120564,8.921769,5.613289,6.641398,8.921769,4.123289,6.636264,8.921769,5.597687,6.436883,8.921769,4.123289,6.420896,6.420896,7.689388,-4.558265,8.957880,8.957880,6.420896,7.657659,-4.444248,8.894422,8.935808,6.420896,7.648268,-4.410501,8.875640,8.921769
7898,8.848048,8.370145,8.370145,8.848048,4.054634,7.575313,8.848048,5.543223,6.323881,8.848048,4.054634,6.319462,8.848048,5.527555,6.169401,8.848048,4.054634,6.161663,6.161663,7.522438,-5.269357,8.883213,8.883213,6.161663,7.491540,-5.149708,8.821417,8.861719,6.161663,7.482396,-5.114300,8.803129,8.848048
7899,8.800950,7.893782,7.893782,8.800950,4.015064,7.185966,8.800950,5.501755,6.180835,8.800950,4.015064,6.176596,8.800950,5.486050,6.038881,8.800950,4.015064,6.035571,6.035571,7.435880,-5.277101,8.836189,8.836189,6.035571,7.404917,-5.160417,8.774264,8.814650,6.035571,7.395755,-5.125886,8.755938,8.800950
7900,8.732972,7.432634,7.432634,8.732972,3.952896,6.802321,8.732972,5.438017,5.961278,8.732972,3.952896,5.957451,8.732972,5.422253,5.854083,8.732972,3.952896,5.851123,5.851123,7.309346,-5.778799,8.767568,8.767568,5.851123,7.278947,-5.658334,8.706772,8.746422,5.851123,7.269952,-5.622687,8.688782,8.732972
7901,8.646959,7.212263,7.212263,8.646959,3.874954,6.642329,8.646959,5.357919,5.873121,8.646959,3.874954,5.869468,8.646959,5.342080,5.764493,8.646959,3.874954,5.757878,5.757878,7.219487,-5.935886,8.681096,8.681096,5.757878,7.189492,-5.814072,8.621106,8.660230,5.757878,7.180616,-5.778026,8.603355,8.646959
7902,8.531740,6.849638,6.849638,8.531740,3.770122,6.343805,8.531740,5.250293,5.663588,8.531740,3.770122,5.659234,8.531740,5.234354,5.580533,8.531740,3.770122,5.549786,5.549786,7.057183,-6.744881,8.564580,8.564580,5.549786,7.028327,-6.615762,8.506867,8.544506,5.549786,7.019789,-6.577561,8.489792,8.531740
7903,8.330508,7.682610,7.682610,8.330508,3.584057,7.123856,8.330508,5.060036,5.964842,8.330508,3.584057,5.961029,8.330508,5.043919,5.801398,8.330508,3.584057,5.682192,5.682192,7.022229,-6.391211,8.362266,8.362266,5.682192,6.994324,-6.258121,8.306456,8.342854,5.682192,6.986068,-6.218742,8.289943,8.330508
7904,8.218375,8.427468,8.427468,8.218375,3.492117,7.760000,8.218375,4.962969,6.166342,8.218375,3.492117,6.162077,8.218375,4.946769,5.960117,8.218375,3.492117,5.821838,5.821838,7.035684,-5.926227,8.249529,8.249529,5.821838,7.008310,-5.792581,8.194781,8.230486,5.821838,7.000209,-5.753032,8.178580,8.218375
7905,8.216686,9.492049,9.492049,8.216686,3.500078,8.397078,8.216686,4.968620,6.739906,8.216686,3.500078,6.733749,8.216686,4.952436,6.407878,8.216686,3.500078,6.221976,6.221976,7.235766,-4.174869,8.249556,8.249556,6.221976,7.206886,-4.055938,8.191795,8.229465,6.221976,7.198336,-4.020731,8.174697,8.216686
7906,8.182744,10.378730,10.378730,8.182744,3.467181,8.895891,8.182744,4.935372,7.280279,8.182744,3.467181,7.272291,8.182744,4.919155,6.859488,8.182744,3.467181,6.652001,6.652001,7.434406,-2.952581,8.216810,8.216810,6.652001,7.404475,-2.839632,8.156949,8.195989,6.652001,7.395613,-2.806187,8.139224,8.182744
7907,8.249245,10.493068,10.493068,8.249245,3.534826,8.769741,8.249245,5.002939,7.294065,8.249245,3.534826,7.286415,8.249245,4.986793,6.890654,8.249245,3.534826,6.704591,6.704591,7.494081,-2.980250,8.283572,8.283572,6.704591,7.463922,-2.866401,8.223253,8.262592,6.704591,7.454991,-2.832687,8.205391,8.249245
7908,8.267454,10.725720,10.725720,8.267454,3.546855,8.920965,8.267454,5.016502,7.317207,8.267454,3.546855,7.307714,8.267454,5.000363,6.939253,8.267454,3.546855,6.786364,6.786364,7.544183,-2.833014,8.302002,8.302002,6.786364,7.513829,-2.719542,8.241295,8.280886,6.786364,7.504840,-2.685937,8.223317,8.267454
7909,8.204926,11.325145,11.325145,8.204926,3.484426,9.309603,8.204926,4.953864,7.761787,8.204926,3.484426,7.749888,8.204926,4.937661,7.326434,8.204926,3.484426,7.155706,7.155706,7.698297,-1.792480,8.240887,8.240887,7.155706,7.666704,-1.688111,8.177701,8.218909,7.155706,7.657345,-1.657195,8.158984,8.204926
7910,8.190160,11.794731,11.794731,8.190160,3.475408,9.629290,8.190160,4.943427,8.018161,8.190160,3.475408,8.001120,8.190160,4.927219,7.561531,8.190160,3.475408,7.393177,7.393177,7.810020,-1.322602,8.226863,8.226863,7.393177,7.777775,-1.220292,8.162373,8.204431,7.393177,7.768222,-1.189981,8.143267,8.190160
7911,8.253260,11.758389,11.758389,8.253260,3.538100,9.592663,8.253260,5.006402,8.045540,8.253260,3.538100,8.032108,8.253260,4.990259,7.564299,8.253260,3.538100,7.416848,7.416848,7.853611,-1.365770,8.290374,8.290374,7.416848,7.821005,-1.263810,8.225162,8.267692,7.416848,7.811345,-1.233602,8.205841,8.253260
7912,8.355762,11.629085,11.629085,8.355762,3.632479,9.534052,8.355762,5.103030,7.727682,8.355762,3.632479,7.719015,8.355762,5.086976,7.329055,8.355762,3.632479,7.190730,7.190730,7.791306,-2.096315,8.391883,8.391883,7.190730,7.759573,-1.985550,8.328416,8.369807,7.190730,7.750172,-1.952737,8.309615,8.355762
7913,8.386484,11.297089,11.297089,8.386484,3.653611,9.342411,8.386484,5.126542,7.479535,8.386484,3.653611,7.472229,8.386484,5.110502,7.141232,8.386484,3.653611,7.000410,7.000410,7.711026,-2.674432,8.421642,8.421642,7.000410,7.680137,-2.558182,8.359865,8.400154,7.000410,7.670988,-2.523748,8.341566,8.386484
7914,8.457596,9.658074,9.658074,8.457596,3.720212,8.447838,8.457596,5.194430,6.910172,8.457596,3.720212,6.904470,8.457596,5.178454,6.697175,8.457596,3.720212,6.551993,6.551993,7.521773,-3.985707,8.491553,8.491553,6.551993,7.491939,-3.863091,8.431885,8.470799,6.551993,7.483104,-3.826783,8.414216,8.457596
7915,8.479887,9.113375,9.113375,8.479887,3.735829,8.341357,8.479887,5.211699,6.773837,8.479887,3.735829,6.768045,8.479887,5.195734,6.572669,8.479887,3.735829,6.396679,6.396679,7.455584,-4.014572,8.514489,8.514489,6.396679,7.425183,-3.899312,8.453686,8.493341,6.396679,7.416181,-3.865185,8.435683,8.479887
7916,8.448249,8.794032,8.794032,8.448249,3.703121,8.073358,8.448249,5.179148,6.551846,8.448249,3.703121,6.546599,8.448249,5.163150,6.382249,8.448249,3.703121,6.231781,6.231781,7.357053,-4.494723,8.482325,8.482325,6.231781,7.327113,-4.375134,8.422445,8.461497,6.231781,7.318250,-4.339729,8.404718,8.448249
7917,8.554362,7.412782,7.412782,8.554362,3.809134,6.888484,8.554362,5.285507,6.061336,8.554362,3.809134,6.057104,8.554362,5.269615,5.957692,8.554362,3.809134,5.842444,5.842444,7.215632,-5.263416,8.588819,8.588819,5.842444,7.185356,-5.147370,8.528268,8.567758,5.842444,7.176395,-5.113021,8.510346,8.554362
7918,8.468138,7.477405,7.477405,8.468138,3.716115,6.918413,8.468138,5.193832,5.973477,8.468138,3.716115,5.967860,8.468138,5.177843,5.868215,8.468138,3.716115,5.777245,5.777245,7.139766,-5.400884,8.502287,8.502287,5.777245,7.109761,-5.281947,8.442277,8.481414,5.777245,7.100880,-5.246746,8.424516,8.468138
7919,8.486951,6.985203,6.985203,8.486951,3.741805,6.495970,8.486951,5.217955,5.817731,8.486951,3.741805,5.813794,8.486951,5.201995,5.727911,8.486951,3.741805,5.651705,5.651705,7.086606,-5.469957,8.521508,8.521508,5.651705,7.056243,-5.354210,8.460782,8.500386,5.651705,7.047258,-5.319956,8.442810,8.486951
7920,8.444945,6.703027,6.703027,8.444945,3.699300,6.252652,8.444945,5.175439,5.660462,8.444945,3.699300,5.656832,8.444945,5.159437,5.585438,8.444945,3.699300,5.546352,5.546352,7.012789,-5.774159,8.479226,8.479226,5.546352,6.982667,-5.655551,8.418982,8.458272,5.546352,6.973754,-5.620454,8.401155,8.444945
7921,8.456375,6.622621,6.622621,8.456375,3.714021,6.171114,8.456375,5.189416,5.654359,8.456375,3.714021,5.650093,8.456375,5.173430,5.571968,8.456375,3.714021,5.559231,5.559231,7.025338,-5.370842,8.491446,8.491446,5.559231,6.994523,-5.257954,8.429814,8.470009,5.559231,6.985404,-5.224549,8.411577,8.456375
7922,8.431521,6.450037,6.450037,8.431521,3.688847,6.020543,8.431521,5.164242,5.551243,8.431521,3.688847,5.547231,8.431521,5.148231,5.482609,8.431521,3.688847,5.475869,5.475869,6.971097,-5.696668,8.466326,8.466326,5.475869,6.940515,-5.580154,8.405162,8.445051,5.475869,6.931467,-5.545681,8.387065,8.431521
7923,8.439652,6.317290,6.317290,8.439652,3.698890,5.911583,8.439652,5.173856,5.524654,8.439652,3.698890,5.520626,8.439652,5.157856,5.458930,8.439652,3.698890,5.455945,5.455945,6.965419,-5.531985,8.474893,8.474893,5.455945,6.934454,-5.418503,8.412963,8.453352,5.455945,6.925292,-5.384929,8.394640,8.439652
7924,8.409567,6.154181,6.154181,8.409567,3.668905,5.771517,8.409567,5.143756,5.429891,8.409567,3.668905,5.426103,8.409567,5.127726,5.376969,8.409567,3.668905,5.374191,5.374191,6.909313,-5.866470,8.444435,8.444435,5.374191,6.878675,-5.749387,8.383159,8.423121,5.374191,6.869611,-5.714751,8.365032,8.409567
7925,8.374123,7.123517,7.123517,8.374123,3.636972,6.499302,8.374123,5.110883,5.719441,8.374123,3.636972,5.714550,8.374123,5.094823,5.602443,8.374123,3.636972,5.594390,5.594390,7.002157,-4.922678,8.409924,8.409924,5.594390,6.970699,-4.812677,8.347008,8.388040,5.594390,6.961392,-4.780131,8.328394,8.374123
7926,8.332062,7.931891,7.931891,8.332062,3.599059,7.105093,8.332062,5.071857,5.889651,8.332062,3.599059,5.882567,8.332062,5.055761,5.740232,8.332062,3.599059,5.694778,5.694778,7.031238,-4.819185,8.367698,8.367698,5.694778,6.999925,-4.706272,8.305072,8.345915,5.694778,6.990660,-4.672864,8.286543,8.332062
7927,7.737139,11.717489,11.717489,7.737139,3.023495,10.602507,7.737139,4.489901,8.301677,7.737139,3.023495,8.286022,7.737139,4.473234,7.644661,7.737139,3.023495,7.316357,7.316357,7.544529,-0.828518,7.772700,7.772700,7.316357,7.513285,-0.715068,7.710213,7.750965,7.316357,7.504034,-0.681477,7.691711,7.737139
7928,7.559117,13.445379,13.445379,7.559117,2.901307,11.678728,7.559117,4.353734,9.702502,7.559117,2.901307,9.665390,7.559117,4.336985,8.865097,7.559117,2.901307,8.451104,8.451104,8.022343,1.712164,7.593582,7.593582,8.451104,7.992064,1.833078,7.533023,7.572518,8.451104,7.983093,1.868898,7.515083,7.559117
7929,7.503704,13.632506,13.632506,7.503704,2.862690,11.640263,7.503704,6.218392,10.920964,7.503704,2.862690,10.841145,7.503704,4.294075,9.776962,7.503704,2.862690,9.291111,9.291111,8.414805,3.331451,7.538498,7.538498,9.291111,8.384239,3.447655,7.477366,7.517235,9.291111,8.375180,3.482094,7.459248,7.503704
7930,7.609246,13.856897,13.856897,7.609246,2.970180,11.745070,7.609246,6.729117,11.356740,7.609246,2.970180,11.268657,7.609246,4.401489,10.150626,7.609246,2.970180,9.712812,9.712812,8.678361,3.977309,7.643909,7.643909,9.712812,8.647910,4.094388,7.583007,7.622726,9.712812,8.638883,4.129095,7.564954,7.609246
7931,7.724574,14.058626,14.058626,7.724574,3.073348,11.748622,7.724574,7.922360,11.561111,7.724574,3.073348,11.474374,7.724574,4.508062,10.407458,7.724574,3.073348,10.016250,10.016250,8.887532,4.486662,7.758813,7.758813,10.016250,8.857454,4.606221,7.698658,7.737889,10.016250,8.848536,4.641668,7.680823,7.724574
7932,7.790690,14.195735,14.195735,7.790690,3.127785,11.879007,7.790690,10.793880,11.827565,7.790690,3.127785,11.728172,7.790690,4.565589,10.696953,7.790690,3.127785,10.381422,10.381422,9.102958,5.229697,7.824495,7.824495,10.381422,9.073263,5.351170,7.765103,7.803837,10.381422,9.064457,5.387192,7.747492,7.790690
7933,7.900580,14.320542,14.320542,7.900580,3.229065,12.326209,7.900580,9.614301,12.091949,7.900580,3.229065,11.976847,7.900580,4.669376,10.924549,7.900580,3.229065,10.657248,10.657248,9.295501,5.819650,7.933753,7.933753,10.657248,9.266360,5.944186,7.875472,7.913482,10.657248,9.257718,5.981121,7.858187,7.900580
7934,8.042788,14.459548,14.459548,8.042788,3.358052,12.301818,8.042788,11.009596,12.202689,8.042788,3.358052,12.098921,8.042788,4.802103,11.043843,8.042788,3.358052,10.817659,10.817659,9.446455,6.139946,8.075251,8.075251,10.817659,9.417939,6.267632,8.018220,8.055414,10.817659,9.409481,6.305505,8.001303,8.042788
7935,8.101744,14.535788,14.535788,8.101744,3.403240,12.537023,8.101744,10.922782,12.434486,8.101744,3.403240,12.365279,8.101744,4.850826,11.273048,8.101744,3.403240,11.071901,11.071901,9.602926,6.615534,8.133951,8.133951,11.071901,9.574636,6.742938,8.077371,8.114271,11.071901,9.566244,6.780733,8.060586,8.101744
7936,8.224471,14.640375,14.640375,8.224471,3.517651,12.782161,8.224471,10.331540,12.603476,8.224471,3.517651,12.538115,8.224471,4.967708,11.417587,8.224471,3.517651,11.194939,11.194939,9.725557,6.845050,8.256176,8.256176,11.194939,9.697707,6.974788,8.200476,8.236802,11.194939,9.689445,7.013277,8.183952,8.224471
7937,8.359488,14.685061,14.685061,8.359488,3.638571,13.117230,8.359488,9.545627,12.717370,8.359488,3.638571,12.636861,8.359488,5.092521,11.525399,8.359488,3.638571,11.279026,11.279026,9.834765,7.059653,8.390503,8.390503,11.279026,9.807521,7.192820,8.336017,8.371551,11.279026,9.799439,7.232327,8.319852,8.359488
7938,8.467501,14.701538,14.701538,8.467501,3.732164,13.663040,8.467501,8.735824,12.864693,8.467501,3.732164,12.814999,8.467501,5.189962,11.707493,8.467501,3.732164,11.391464,11.391464,9.944689,7.339535,8.497914,8.497914,11.391464,9.917974,7.475060,8.444484,8.479330,11.391464,9.910049,7.515267,8.428633,8.467501
7939,8.806497,14.365360,14.365360,8.806497,4.052955,13.097877,8.806497,5.555881,11.403982,8.806497,4.052955,11.355850,8.806497,5.516413,10.174361,8.806497,4.052955,9.795550,9.795550,9.317785,1.819979,8.840021,8.840021,9.795550,9.288335,1.932165,8.781120,8.819534,9.795550,9.279607,1.965414,8.763664,8.806497
7940,8.714744,14.065772,14.065772,8.714744,3.934675,12.840482,8.714744,5.419737,11.010605,8.714744,3.934675,10.976751,8.714744,5.403955,9.824468,8.714744,3.934675,9.491716,9.491716,9.120072,1.470690,8.748428,8.748428,9.491716,9.090480,1.587791,8.689245,8.727842,9.491716,9.081712,1.622488,8.671709,8.714744
7941,9.047721,12.715442,12.715442,9.047721,4.266704,11.339097,9.047721,5.753036,9.351794,9.047721,4.266704,9.321074,9.047721,5.737578,8.447498,9.047721,4.266704,8.209980,8.209980,8.646295,-1.575319,9.082609,9.082609,8.209980,8.615642,-1.464647,9.021304,9.061286,8.209980,8.606566,-1.431876,9.003151,9.047721
7942,8.923511,12.095021,12.095021,8.923511,4.117375,10.978580,8.923511,5.609148,8.946146,8.923511,4.117375,8.929366,8.923511,5.593542,8.086831,8.923511,4.117375,7.906258,7.906258,8.432426,-1.925747,8.958593,8.958593,7.906258,8.401602,-1.812934,8.896946,8.937151,7.906258,8.392477,-1.779536,8.878696,8.923511
7943,8.954426,10.686471,10.686471,8.954426,4.158065,9.744239,8.954426,5.647679,7.446780,8.954426,4.158065,7.440390,8.954426,5.632110,7.046870,8.954426,4.158065,6.955889,6.955889,7.971426,-4.689509,8.986963,8.986963,6.955889,7.942836,-4.557489,8.929784,8.967074,6.955889,7.934377,-4.518427,8.912866,8.954426
7944,8.763889,9.685092,9.685092,8.763889,3.969902,8.856619,8.763889,5.458353,6.757993,8.763889,3.969902,6.753346,8.763889,5.442605,6.478367,8.763889,3.969902,6.438779,6.438779,7.616754,-6.054181,8.794728,8.794728,6.438779,7.589654,-5.914905,8.740530,8.775877,6.438779,7.581639,-5.873712,8.724500,8.763889
7945,8.605509,8.898071,8.898071,8.605509,3.831956,8.166096,8.605509,5.315153,6.400295,8.605509,3.831956,6.395984,8.605509,5.299272,6.153521,8.605509,3.831956,6.142405,6.142405,7.389075,-6.515283,8.635745,8.635745,6.142405,7.362506,-6.376428,8.582606,8.617262,6.142405,7.354649,-6.335369,8.566893,8.605509
7946,8.426528,8.230509,8.230509,8.426528,3.671230,7.583875,8.426528,5.149590,6.017868,8.426528,3.671230,6.014303,8.426528,5.133556,5.824545,8.426528,3.671230,5.819087,5.819087,7.137346,-7.439602,8.455605,8.455605,5.819087,7.111794,-7.295399,8.404501,8.437829,5.819087,7.104240,-7.252770,8.389393,8.426528
7947,8.297861,7.680446,7.680446,8.297861,3.561277,7.106460,8.297861,5.034823,5.789475,8.297861,3.561277,5.786020,8.297861,5.018687,5.615249,8.297861,3.561277,5.613000,5.613000,6.969782,-7.712241,8.326563,8.326563,5.613000,6.944559,-7.568869,8.276117,8.309017,5.613000,6.937103,-7.526492,8.261207,8.297861
7948,8.131961,7.113845,7.113845,8.131961,3.410790,6.610495,8.131961,4.880171,5.477922,8.131961,3.410790,5.475007,8.131961,4.863892,5.343441,8.131961,3.410790,5.341465,5.341465,6.750551,-8.596069,8.159638,8.159638,5.341465,6.726230,-8.447694,8.110994,8.142718,5.341465,6.719042,-8.403847,8.096619,8.131961
7949,7.949563,8.200155,8.200155,7.949563,3.247452,7.573750,7.949563,4.711731,5.755070,7.949563,3.247452,5.751536,7.949563,4.695299,5.521581,7.949563,3.247452,5.516339,5.516339,6.746500,-7.699514,7.976662,7.976662,5.516339,6.722686,-7.550461,7.929033,7.960095,5.516339,6.715648,-7.506408,7.914956,7.949563
7950,7.801971,8.466767,8.466767,7.801971,3.119437,7.842295,7.801971,4.578567,5.756429,7.801971,3.119437,5.752022,7.801971,4.562020,5.508788,7.801971,3.119437,5.481692,5.481692,6.654763,-7.998544,7.827833,7.827833,5.481692,6.632035,-7.843575,7.782378,7.812023,5.481692,6.625318,-7.797775,7.768944,7.801971
7951,7.668192,11.449399,11.449399,7.668192,3.001901,10.668800,7.668192,4.456703,7.743915,7.668192,3.001901,7.735261,7.668192,4.440051,6.983469,7.668192,3.001901,6.817590,6.817590,7.256166,-2.748747,7.694742,7.694742,6.817590,7.232837,-2.602533,7.648083,7.678513,6.817590,7.225935,-2.559278,7.634280,7.668192
7952,7.728823,12.555170,12.555170,7.728823,3.072416,11.384490,7.728823,4.524967,8.936944,7.728823,3.072416,8.916160,7.728823,4.508405,7.947991,7.728823,3.072416,7.740023,7.740023,7.747453,-0.048462,7.754882,7.754882,7.740023,7.724557,0.100887,7.709090,7.738954,7.740023,7.717779,0.145098,7.695535,7.728823
7953,7.767049,13.084331,13.084331,7.767049,3.104410,11.677126,7.767049,5.847517,10.491602,7.767049,3.104410,10.440229,7.767049,4.542058,9.069963,7.767049,3.104410,8.793153,8.793153,8.293791,2.872880,7.794430,7.794430,8.793153,8.269735,3.011277,7.746318,7.777696,8.793153,8.262610,3.052272,7.732067,7.767049
7954,7.889081,13.502379,13.502379,7.889081,3.219904,11.935411,7.889081,6.705001,11.187507,7.889081,3.219904,11.126070,7.889081,4.659605,9.708828,7.889081,3.219904,9.433370,9.433370,8.675247,4.176552,7.917124,7.917124,9.433370,8.650612,4.312270,7.867853,7.899986,9.433370,8.643311,4.352487,7.853252,7.889081
7955,8.026505,13.838557,13.838557,8.026505,3.343189,12.060590,8.026505,7.868386,11.516830,8.026505,3.343189,11.455190,8.026505,4.786835,10.154403,8.026505,3.343189,9.894895,9.894895,8.974740,5.106849,8.054585,8.054585,9.894895,8.950072,5.243757,8.005249,8.037425,9.894895,8.942760,5.284337,7.990625,8.026505
7956,8.152561,14.070174,14.070174,8.152561,3.454103,12.263673,8.152561,9.890600,11.886766,8.152561,3.454103,11.817266,8.152561,4.901877,10.645127,8.152561,3.454103,10.432969,10.432969,9.306599,6.489930,8.180229,8.180229,10.432969,9.282294,6.629969,8.131620,8.163321,10.432969,9.275088,6.671490,8.117207,8.152561
7957,8.270744,14.292891,14.292891,8.270744,3.558341,12.726161,8.270744,10.564097,12.337354,8.270744,3.558341,12.254111,8.270744,5.009912,11.145196,8.270744,3.558341,10.952604,10.952604,9.625406,7.728609,8.298208,8.298208,10.952604,9.601281,7.869099,8.249957,8.281425,10.952604,9.594125,7.910767,8.235646,8.270744
7958,8.402476,14.538535,14.538535,8.402476,3.676457,12.794556,8.402476,11.910092,12.656859,8.402476,3.676457,12.576985,8.402476,5.131789,11.509597,8.402476,3.676457,11.333428,11.333428,9.881639,8.469503,8.429850,8.429850,11.333428,9.857593,8.609782,8.381759,8.413123,11.333428,9.850460,8.651396,8.367493,8.402476
7959,8.498620,14.700316,14.700316,8.498620,3.758781,13.040996,8.498620,11.758413,12.872591,8.498620,3.758781,12.817642,8.498620,5.217768,11.726993,8.498620,3.758781,11.565896,11.565896,10.046089,8.617197,8.526282,8.526282,11.565896,10.021791,8.754965,8.477686,8.509379,11.565896,10.014583,8.795837,8.463269,8.498620
7960,8.592979,14.797919,14.797919,8.592979,3.842423,13.200863,8.592979,10.833115,12.954745,8.592979,3.842423,12.899344,8.592979,5.304314,11.749897,8.592979,3.842423,11.561571,11.561571,10.091318,8.066394,8.621064,8.621064,11.561571,10.066647,8.201744,8.571724,8.603902,11.561571,10.059329,8.241896,8.557087,8.592979
7961,8.700932,14.811586,14.811586,8.700932,3.939460,13.418491,8.700932,9.889682,12.984352,8.700932,3.939460,12.913012,8.700932,5.404350,11.689027,8.700932,3.939460,11.476069,11.476069,10.102543,7.599954,8.729017,8.729017,11.476069,10.077873,7.736459,8.679677,8.711855,11.476069,10.070555,7.776947,8.665042,8.700932
7962,8.782873,14.773994,14.773994,8.782873,4.010019,13.845696,8.782873,9.005902,13.048820,8.782873,4.010019,13.004118,8.782873,5.477903,11.753547,8.782873,4.010019,11.480242,11.480242,10.145475,7.574160,8.810708,8.810708,11.480242,10.121024,7.712910,8.761806,8.793699,11.480242,10.113772,7.754062,8.747302,8.782873
7963,9.001128,14.226038,14.226038,9.001128,4.215529,13.168504,9.001128,5.742054,11.600484,9.001128,4.215529,11.558065,9.001128,5.687277,10.262300,9.001128,4.215529,9.939383,9.939383,9.485610,1.996630,9.031836,9.031836,9.939383,9.458631,2.115339,8.977879,9.013068,9.939383,9.450638,2.150507,8.961893,9.001128
7964,8.876356,13.914311,13.914311,8.876356,4.075431,12.875941,8.876356,5.565849,11.204633,8.876356,4.075431,11.173987,8.876356,5.550202,9.916887,8.876356,4.075431,9.625972,9.625972,9.266702,1.611192,8.907432,8.907432,9.625972,9.239400,1.733631,8.852828,8.888439,9.625972,9.231314,1.769896,8.836655,8.876356
