,Zone0_EFT[C],Zone1_EFT[C],Zone2_EFT[C],Zone3_EFT[C],Zone4_EFT[C],Zone5_EFT[C],GHX0_EFT[C],GHX0_MFT[C],GHX0_q_ghe[W/m],GHX0_ExFT[C],GHX1_EFT[C],GHX1_MFT[C],GHX1_q_ghe[W/m],GHX1_ExFT[C],GHX2_EFT[C],GHX2_MFT[C],GHX2_q_ghe[W/m],GHX2_ExFT[C],ISHX0_N_EFT[C],ISHX0_N_ExFT[C],ISHX0_HP_EFT[C]
5652,12.223709,16.223684,13.263202,13.879991,13.869246,13.990743,13.956150,12.480495,17.443041,11.004839,12.480495,11.235551,14.715905,9.990607,11.816525,10.685557,13.368647,9.554589,11.288740,15.028619,15.963588
5653,12.492115,16.460622,13.478878,14.147701,14.138115,14.271435,14.242663,12.775717,18.576988,11.308771,12.775717,11.521055,15.888680,10.266393,12.106564,10.959877,14.521311,9.813191,11.571444,15.254128,16.174799
5654,12.788282,16.782734,13.773656,14.464230,14.458136,14.600646,14.576545,13.084871,19.792194,11.593197,13.084871,11.805158,16.979804,10.525444,12.402357,11.229772,15.558382,10.057187,11.855151,15.587675,16.520807
5655,13.064063,17.080239,14.044303,14.749344,14.743673,14.894024,14.867598,13.366909,20.748376,11.866220,13.366909,12.071442,17.911005,10.775974,12.675993,11.485091,16.465300,10.294188,12.120239,15.895536,16.839360
5656,13.300282,17.355356,14.278358,14.998266,14.991106,15.152582,15.122288,13.602529,21.375389,12.082770,13.602529,12.288865,18.476669,10.975201,12.901908,11.692637,17.008385,10.483365,12.337581,16.188383,17.151084
5657,13.498506,17.632138,14.541532,15.208112,15.203492,15.372384,15.332234,13.783822,21.685328,12.235410,13.783822,12.448492,18.701141,11.113162,13.071646,11.842822,17.209539,10.613997,12.498195,16.499439,17.499750
5658,12.994668,17.103096,13.999361,14.630450,14.625464,14.845263,14.783810,13.246738,16.480197,11.709666,13.246738,11.950506,13.897950,10.654275,12.555414,11.373028,12.677329,10.190641,12.003634,15.967769,16.958803
5659,12.673117,16.776680,13.749320,14.269918,14.265620,14.484073,14.418497,12.899300,14.543407,11.380103,12.899300,11.631536,12.136422,10.363772,12.223159,11.072313,11.017155,9.921467,11.686098,15.634177,16.621197
5660,11.987876,16.017118,13.081751,13.454020,13.447214,13.704099,13.617094,12.162002,9.585664,10.706911,12.162002,10.979647,7.788969,9.797292,11.531413,10.468362,7.003028,9.405312,11.035323,14.845537,15.798090
5661,11.655717,15.713707,12.832090,13.136077,13.131463,13.363433,13.282983,11.796131,8.641070,10.309279,11.796131,10.631524,6.768295,9.466917,11.175007,10.140061,6.014752,9.105114,10.692032,14.546773,15.510458
5662,11.286683,15.304212,12.474635,12.754055,12.749816,12.947915,12.861605,11.400005,6.891113,9.938405,11.400005,10.280626,5.277617,9.161248,10.803003,9.815798,4.654447,8.828594,10.342308,14.119807,15.064182
5663,11.025515,15.015614,12.242367,12.523494,12.518573,12.678900,12.623988,11.131174,6.185266,9.638361,11.131174,10.029368,4.565182,8.927561,10.543544,9.581697,3.985280,8.619850,10.094682,13.818013,14.748846
5664,10.773207,14.713163,11.994173,12.294220,12.288534,12.413380,12.393108,10.876943,5.302034,9.360778,10.876943,9.797789,3.773806,8.718634,10.301394,9.368072,3.263829,8.434750,9.865844,13.495295,14.402658
5665,10.587452,14.505937,11.863064,12.096272,12.089892,12.181282,12.168391,10.674397,4.759360,9.180403,10.674397,9.622150,3.352104,8.569903,10.113199,9.207130,2.886429,8.301061,9.690367,13.278709,14.175794
5666,10.404604,14.278008,11.668967,11.888050,11.881018,11.963100,11.956473,10.483162,4.166504,9.009851,10.483162,9.460496,2.892085,8.437830,9.937740,9.060465,2.480921,8.183190,9.528345,13.033382,13.909642
5667,10.234774,14.061078,11.497658,11.671980,11.663937,11.739301,11.731859,10.301936,3.597682,8.872013,10.301936,9.313986,2.485679,8.326036,9.775030,8.928875,2.128922,8.082720,9.380157,12.798625,13.653242
5668,10.263451,14.177848,11.598708,11.765831,11.759244,11.815350,11.801779,10.311975,4.500465,8.822170,10.311975,9.298841,3.060515,8.285708,9.771637,8.909264,2.605093,8.046890,9.369196,12.946216,13.840471
5669,10.267876,14.207322,11.546794,11.777215,11.769332,11.820590,11.756930,10.307582,4.819768,8.858233,10.307582,9.292745,3.374810,8.277909,9.766336,8.900343,2.879836,8.034350,9.362206,12.984887,13.890557
5670,10.667481,14.782507,12.169278,12.188652,12.184483,12.223820,12.100268,10.691009,8.102799,9.281749,10.691009,9.616638,6.177291,8.542268,10.118011,9.185018,5.364418,8.252025,9.682614,13.622079,14.606945
5671,10.920972,14.961258,12.382967,12.401632,12.395011,12.438698,12.335057,10.995235,9.770427,9.655413,10.995235,9.911562,7.902502,8.827889,10.417276,9.457633,6.998039,8.497989,9.969443,13.775560,14.727089
5672,11.338869,15.351039,12.517730,12.954139,12.945206,12.995244,12.915262,11.497648,12.902365,10.080033,11.497648,10.342197,10.516294,9.186745,10.881407,9.850389,9.383771,8.819371,10.400265,14.154681,15.093285
5673,11.676162,15.666013,12.770806,13.320615,13.311926,13.378558,13.315356,11.881301,14.510639,10.447245,11.881301,10.691373,12.040402,9.501446,11.246673,10.175991,10.833802,9.105310,10.747021,14.463584,15.392725
5674,11.950322,15.898085,12.970236,13.587863,13.579632,13.671606,13.618595,12.191488,15.626992,10.764380,12.191488,10.987617,13.182517,9.783747,11.549424,10.457856,11.952792,9.366288,11.040025,14.681213,15.591510
5675,12.267732,16.219950,13.268176,13.917047,13.908033,14.016559,13.976974,12.532814,17.106437,11.088655,12.532814,11.304228,14.552920,10.075641,11.877568,10.757994,13.261645,9.638419,11.355100,15.005629,15.918261
5676,12.535141,16.539966,13.569969,14.194121,14.183673,14.310660,14.277021,12.801928,17.954110,11.326835,12.801928,11.546297,15.282931,10.290665,12.132258,10.986169,13.949638,9.840080,11.597416,15.348315,16.286040
5677,12.802126,16.776694,13.787635,14.457773,14.448446,14.588563,14.560570,13.094057,19.112677,11.627545,13.094057,11.829729,16.477663,10.565401,12.419749,11.259240,15.124616,10.098731,11.878178,15.573972,16.497921
5678,13.110832,17.111804,14.093669,14.783853,14.777951,14.930831,14.907492,13.415837,20.465037,11.924182,13.415837,12.126118,17.694535,10.836399,12.727987,11.541298,16.280994,10.354609,12.174199,15.920732,16.857365
5679,13.403694,17.426463,14.380698,15.086554,15.081085,15.241795,15.216313,13.715238,21.552779,12.214163,13.715238,12.409393,18.749620,11.103548,13.018787,11.813395,17.307298,10.608003,12.456271,16.245962,17.193385
5680,13.638778,17.698306,14.616134,15.332763,15.325848,15.496632,15.467366,13.949024,22.135116,12.430681,13.949024,12.626557,19.279550,11.304090,13.243708,12.021439,17.818814,10.799171,12.673316,16.535165,17.500628
5681,13.852518,17.988390,14.892853,15.556683,15.552245,15.731787,15.693232,14.147039,22.581963,12.600846,14.147039,12.802783,19.632707,11.458526,13.430102,12.187887,18.142406,10.945672,12.850402,16.858865,17.860981
5682,13.354195,17.466752,14.353554,14.989731,14.985004,15.214627,15.156359,13.618739,17.413254,12.081119,13.618739,12.309332,14.828785,10.999925,12.920388,11.720350,13.590204,10.520312,12.360371,16.335667,17.329491
5683,13.008220,17.114719,14.075063,14.605612,14.601509,14.830099,14.767482,13.247280,15.262436,11.727079,13.247280,11.966337,12.860345,10.685393,12.564110,11.395848,11.729051,10.227586,12.018921,15.976116,16.965415
5684,12.312387,16.349916,13.380325,13.792353,13.785960,14.055364,13.973642,12.504859,10.316612,11.036075,12.504859,11.300739,8.457636,10.096620,11.862661,10.775357,7.637136,9.688053,11.355253,15.183791,16.140925
5685,11.971076,16.037772,13.115129,13.458093,13.453784,13.708446,13.633309,12.132699,9.351503,10.632090,12.132699,10.943264,7.412326,9.753829,11.498334,10.436218,6.618899,9.374101,11.002680,14.876266,15.844663
5686,11.600658,15.633465,12.752206,13.068835,13.064947,13.301968,13.222814,11.738152,7.644467,10.253489,11.738152,10.587438,5.924977,9.436724,11.124438,10.104873,5.249695,9.085308,10.648641,14.456708,15.408725
5687,11.336956,15.345848,12.505549,12.850437,12.845974,13.039107,12.989299,11.469771,6.952036,9.950243,11.469771,10.331723,5.206716,9.193675,10.862812,9.864537,4.567238,8.866262,10.396950,14.156973,15.096978
5688,11.056820,15.025593,12.314382,12.549000,12.543754,12.707003,12.688307,11.174051,5.749502,9.659795,11.174051,10.069071,4.195512,8.964092,10.584728,9.622535,3.653367,8.660342,10.135705,13.820164,14.741279
5689,10.855546,14.806027,12.170474,12.345908,12.340032,12.461773,12.449887,10.953919,5.175734,9.457951,10.953919,9.876426,3.727899,8.798932,10.379256,9.445308,3.231262,8.511360,9.943413,13.591946,14.504079
5690,10.669932,14.584105,11.967955,12.153108,12.146722,12.253097,12.247079,10.759750,4.638361,9.272422,10.759750,9.707348,3.282007,8.654946,10.198469,9.290508,2.831554,8.382547,9.774754,13.355467,14.250645
5691,10.495252,14.369251,11.786587,11.942728,11.935485,12.036361,12.029655,10.573616,4.071442,9.117576,10.573616,9.552186,2.856166,8.530757,10.028853,9.149883,2.457816,8.270912,9.618667,13.125005,14.001590
5692,10.367610,14.219940,11.636479,11.803748,11.796283,11.888876,11.873504,10.435479,3.836234,8.997454,10.435479,9.435010,2.668961,8.434541,9.901895,9.043156,2.290868,8.184417,9.501151,12.966989,13.833448
5693,10.231877,14.052989,11.471640,11.564919,11.554487,11.654192,11.569908,10.270464,3.260989,8.971020,10.270464,9.319560,2.386320,8.368655,9.763315,8.941303,2.062861,8.119291,9.379710,12.788379,13.640546
5694,10.212702,14.098321,11.433422,11.453204,11.445121,11.545890,11.306417,10.182417,3.322904,9.058417,10.182417,9.280075,2.667609,8.377734,9.701168,8.908905,2.342182,8.116643,9.331445,12.856473,13.737730
5695,10.322085,14.306760,11.640764,11.641412,11.632789,11.739102,11.537826,10.283169,4.694779,9.028512,10.283169,9.339415,3.531417,8.395661,9.779834,8.957469,3.077193,8.135104,9.396063,13.100151,14.026172
5696,10.405796,14.328557,11.583032,11.777296,11.768470,11.890402,11.732102,10.432119,5.945693,9.132135,10.432119,9.449008,4.496423,8.465897,9.907793,9.051059,3.918416,8.194326,9.507984,13.099234,13.997047
5697,10.696129,14.638340,11.829769,12.162791,12.154283,12.286233,12.183136,10.791812,8.585163,9.400488,10.791812,9.727103,6.569791,8.662393,10.223967,9.293614,5.740741,8.363262,9.789803,13.415108,14.321434
5698,10.910818,14.831031,12.018927,12.392569,12.385653,12.524214,12.442305,11.051184,9.805014,9.660063,11.051184,9.953485,7.736898,8.855785,10.465744,9.497931,6.821420,8.530118,10.014098,13.600978,14.497698
5699,11.086794,15.020508,12.177859,12.607380,12.599702,12.742506,12.679730,11.253184,10.591689,9.826638,11.253184,10.122453,8.395354,8.991721,10.650127,9.650250,7.423796,8.650373,10.183518,13.796620,14.699896
5700,11.264823,15.215663,12.333256,12.812457,12.805958,12.962879,12.911138,11.454138,11.457482,9.997138,11.454138,10.292118,9.137831,9.130098,10.834394,9.803879,8.103711,8.773364,10.353487,13.998832,14.910169
5701,11.413762,15.375933,12.480392,12.966614,12.960646,13.131775,13.087525,11.617846,12.036425,10.148166,11.617846,10.436143,9.677942,9.254441,10.987604,9.936136,8.611344,8.884669,10.496919,14.164289,15.081131
5702,11.499011,15.473713,12.638386,13.010955,13.006009,13.196199,13.157732,11.699515,12.042705,10.241298,11.699515,10.516841,9.767127,9.334167,11.068756,10.012892,8.719859,8.957029,10.576019,14.267987,15.190979
5703,11.381451,15.298756,12.400603,12.858058,12.853117,13.085557,13.036738,11.589902,10.737817,10.143065,11.589902,10.425150,8.644304,9.260398,10.968701,9.930793,7.702919,8.892885,10.484344,14.072772,14.969879
5704,11.392205,15.318721,12.422454,12.859953,12.854832,13.088859,13.032866,11.594254,10.843729,10.155642,11.594254,10.432674,8.755562,9.271095,10.974745,9.938716,7.809209,8.902686,10.491265,14.095026,14.995966
5705,11.378319,15.364410,12.475699,12.818178,12.814818,13.067710,12.990749,11.548169,10.429389,10.105589,11.548169,10.390582,8.368978,9.232996,10.930789,9.900055,7.451876,8.869321,10.449780,14.163937,15.092477
5706,11.310930,15.403523,12.478518,12.753339,12.749539,13.024530,12.922918,11.432483,9.583083,9.942047,11.432483,10.269711,7.476297,9.106939,10.812338,9.785357,6.603194,8.758377,10.333080,14.244480,15.222331
5707,11.122270,15.197087,12.394882,12.502747,12.498506,12.761934,12.651608,11.213835,8.115102,9.776062,11.213835,10.090790,6.338712,8.967744,10.614877,9.624088,5.592229,8.633299,10.152509,14.031552,15.001313
5708,10.710432,14.676628,11.903113,11.941483,11.935177,12.245401,12.098344,10.766227,5.155278,9.434109,10.766227,9.732702,3.999730,8.699176,10.215013,9.305364,3.520334,8.395714,9.790510,13.470198,14.390120
5709,10.502073,14.433988,11.680662,11.749999,11.741913,12.020947,11.886641,10.544567,4.641299,9.202494,10.544567,9.539535,3.475710,8.534502,10.008550,9.130651,3.036041,8.252753,9.598864,13.211702,14.114911
5710,10.302211,14.176449,11.458838,11.543676,11.536860,11.779913,11.644114,10.335406,3.898806,9.026699,10.335406,9.367032,2.884910,8.398658,9.818940,8.976095,2.510942,8.133250,9.425612,12.932006,13.808604
5711,10.151274,13.971299,11.263185,11.478578,11.471200,11.661063,11.576154,10.199410,3.670096,8.822666,10.199410,9.237325,2.564706,8.275240,9.686298,8.857727,2.208787,8.029156,9.299631,12.706203,13.557845
5712,9.944309,13.638091,11.009883,11.263197,11.254470,11.413974,11.380556,10.016998,2.878119,8.653439,10.016998,9.087380,1.962183,8.157762,9.521202,8.724225,1.682211,7.927249,9.149279,12.329400,13.124430
5713,9.858683,13.548497,10.934360,11.214714,11.206156,11.331085,11.311314,9.923982,2.869223,8.536650,9.923982,9.002753,1.905249,8.081524,9.432660,8.647437,1.623966,7.862214,9.066223,12.236065,13.028526
5714,9.729673,13.355197,10.832420,11.004980,10.994909,11.112392,11.102086,9.793066,2.370470,8.484046,9.793066,8.905757,1.606805,8.018447,9.319834,8.562104,1.372153,7.804375,8.966227,12.020013,12.783459
5715,9.604276,13.149270,10.658297,10.833374,10.822430,10.928281,10.916790,9.674687,2.015482,8.432584,9.674687,8.819577,1.387533,7.964468,9.218629,8.486716,1.187628,7.754804,8.877069,11.785894,12.513100
5716,9.513114,13.017429,10.562179,10.686290,10.674466,10.770232,10.743531,9.575488,1.783687,8.407445,9.575488,8.749667,1.261089,7.923845,9.135050,8.425769,1.083124,7.716487,8.804052,11.640300,12.349362
5717,9.407933,12.841086,10.352614,10.443867,10.427614,10.529307,10.385157,9.457214,1.353803,8.529272,9.457214,8.684731,1.126999,7.912247,9.045223,8.370902,0.983787,7.696581,8.730540,11.440110,12.117502
5718,9.469625,13.004234,10.389261,10.489284,10.480335,10.577310,10.229785,9.424810,1.631778,8.619834,9.424810,8.687033,1.495559,7.949256,9.031329,8.376013,1.328401,7.720697,8.725515,11.701955,12.446065
5719,9.550944,13.275744,10.546175,10.673675,10.665926,10.774742,10.449680,9.463834,2.273040,8.477988,9.463834,8.698675,1.764207,7.933517,9.055749,8.384939,1.546671,7.714128,8.742704,11.975665,12.783905
5720,9.527887,13.160573,10.559227,10.617631,10.610897,10.696619,10.421420,9.475785,2.472903,8.530150,9.475785,8.714528,1.990742,7.953270,9.069781,8.399570,1.752651,7.729358,8.757016,11.840499,12.611370
5721,9.543219,13.145749,10.591047,10.643699,10.637540,10.723728,10.510688,9.521913,2.929575,8.533138,9.521913,8.746132,2.298510,7.970350,9.108163,8.426895,2.018481,7.745628,8.790238,11.802162,12.555143
5722,9.513261,13.024489,10.518854,10.567729,10.562074,10.657028,10.474229,9.527291,2.962861,8.580353,9.527291,8.759330,2.402861,7.991370,9.117712,8.439739,2.121300,7.761766,8.801324,11.649072,12.361009
5723,9.546379,13.084486,10.575670,10.642969,10.636116,10.743561,10.600533,9.567676,3.332618,8.534819,9.567676,8.776252,2.553611,7.984828,9.145583,8.452649,2.235824,7.759715,8.822214,11.718873,12.443037
5724,9.556397,13.102801,10.604961,10.661078,10.654356,10.766903,10.642425,9.583278,3.424737,8.524132,9.583278,8.780820,2.594741,7.978361,9.155300,8.455073,2.264176,7.754846,8.828528,11.740006,12.467875
5725,9.622380,13.205191,10.628806,10.802491,10.794482,10.938696,10.836714,9.669056,4.104925,8.501399,9.669056,8.824592,2.968732,7.980128,9.218675,8.489199,2.564489,7.759723,8.878253,11.854761,12.598888
5726,9.715239,13.336212,10.673570,10.977558,10.971907,11.144788,11.063157,9.790810,4.902251,8.518462,9.790810,8.894030,3.455222,7.997249,9.312527,8.544408,2.959501,7.776289,8.954071,11.998740,12.759907
5727,9.764029,13.402351,10.720936,11.021959,11.017334,11.205257,11.114961,9.846542,5.043034,8.578124,9.846542,8.934571,3.625854,8.022600,9.360158,8.577750,3.110729,7.795343,8.995034,12.071015,12.840011
5728,9.735493,13.369350,10.769906,10.872324,10.867641,11.081443,10.970926,9.795663,4.444368,8.620399,9.795663,8.912805,3.338608,8.029947,9.324805,8.560845,2.888988,7.796884,8.968290,12.037100,12.804303
5729,9.610811,13.097962,10.523948,10.631410,10.625859,10.903578,10.735292,9.666212,3.497328,8.597131,9.666212,8.831351,2.731114,7.996490,9.220953,8.492611,2.382653,7.764270,8.881060,11.800065,12.529816
5730,9.574410,13.258797,10.547041,10.558600,10.551536,10.885421,10.628525,9.530002,2.764501,8.431478,9.530002,8.716691,2.046746,7.903380,9.096236,8.391534,1.773426,7.686831,8.767375,11.995516,12.802552
5731,9.453232,13.013486,10.363615,10.422216,10.414497,10.711263,10.443896,9.422296,2.355252,8.400695,9.422296,8.640730,1.801863,7.859164,9.005461,8.325781,1.566970,7.646101,8.688277,11.748097,12.513052
5732,9.240390,12.505643,9.998092,10.084441,10.074784,10.357733,10.055176,9.259662,1.482180,8.464148,9.259662,8.542953,1.335354,7.826243,8.877417,8.243152,1.181745,7.608887,8.581427,11.217279,11.876242
5733,9.106050,12.165491,9.821373,9.917074,9.903226,10.137846,9.867403,9.155917,1.210298,8.444432,9.155917,8.475403,1.157615,7.794888,8.792976,8.185677,1.033069,7.578378,8.509570,10.895490,11.491970
5734,8.932251,11.674779,9.538816,9.644307,9.632050,9.823543,9.553850,9.041982,0.760179,8.530115,9.041982,8.409943,0.938647,7.777904,8.704895,8.130510,0.853023,7.556126,8.436849,10.418457,10.913859
5735,8.801763,11.287204,9.356340,9.459867,9.446775,9.603574,9.436305,8.966245,0.629361,8.496185,8.966245,8.357663,0.814828,7.749082,8.641668,8.085564,0.744566,7.529459,8.382153,10.060594,10.480205
5736,8.726738,11.110826,9.260422,9.427350,9.411045,9.529927,9.473172,8.924163,0.675675,8.375154,8.924163,8.317044,0.747193,7.709925,8.600366,8.049546,0.677905,7.498726,8.343317,9.877000,10.260420
5737,8.630740,10.817418,9.086196,9.265416,9.248760,9.346458,9.311988,8.869167,0.519889,8.426345,8.869167,8.282278,0.689030,7.695390,8.556159,8.019536,0.630017,7.482913,8.305735,9.605752,9.930757
5738,8.537591,10.508483,8.914226,9.091392,9.073821,9.157924,9.141696,8.815258,0.371583,8.488821,8.815258,8.252118,0.641022,7.688978,8.514917,7.993960,0.593005,7.473002,8.271804,9.334952,9.600739
5739,8.446068,10.198267,8.738563,8.905656,8.888089,8.959484,8.942909,8.759911,0.203726,8.576912,8.759911,8.224912,0.595595,7.689913,8.474578,7.971370,0.560204,7.468161,8.239747,9.065028,9.271349
5740,8.599250,10.824841,9.109947,9.222792,9.207469,9.259906,9.228860,8.774682,0.591824,8.320505,8.774682,8.221203,0.721221,7.667724,8.479493,7.968171,0.666288,7.456849,8.240876,9.674371,10.032744
5741,8.821422,11.831323,9.564229,9.653149,9.635598,9.688919,9.544996,8.820360,1.054239,8.095723,8.820360,8.227393,0.862679,7.634426,8.504111,7.971847,0.774365,7.439584,8.255721,10.518523,11.084223
5742,9.336878,13.094925,10.579075,10.586966,10.579459,10.616726,10.398644,9.185636,3.919586,7.972627,9.185636,8.423527,2.462596,7.661418,8.779178,8.132419,2.089865,7.485661,8.477357,11.915439,12.774960
5743,9.650386,13.550964,10.990404,10.990404,10.980487,11.012273,10.857192,9.578392,6.188030,8.299591,9.578392,8.702002,4.240791,7.825613,9.110984,8.366949,3.600335,7.622914,8.763768,12.310239,13.196857
5744,9.893992,13.763542,11.101589,11.323643,11.309803,11.334861,11.210879,9.903654,7.612820,8.596429,9.903654,8.958250,5.505702,8.012846,9.399439,8.589020,4.719595,7.778601,9.021243,12.512238,13.384987
5745,10.078255,13.928892,11.285594,11.515567,11.501847,11.528905,11.429138,10.129151,8.258546,8.829164,10.129151,9.152764,6.202786,8.176376,9.608411,8.762721,5.372495,7.917031,9.213756,12.671754,13.536254
5746,10.186849,13.980898,11.366413,11.593970,11.580648,11.613242,11.527474,10.268685,8.435361,9.009896,10.268685,9.290983,6.551755,8.313280,9.747244,8.891268,5.736042,8.035292,9.347788,12.704030,13.543091
5747,10.389927,14.207345,11.583462,11.834873,11.820583,11.855431,11.792457,10.496592,9.550148,9.200727,10.496592,9.483206,7.468362,8.469820,9.956120,9.065154,6.566157,8.174188,9.540336,12.938703,13.788295
5748,10.618388,14.525642,11.876628,12.116211,12.099944,12.144997,12.092681,10.730065,10.556300,9.367449,10.730065,9.668007,8.227852,8.605949,10.163634,9.229632,7.235794,8.295629,9.727766,13.290255,14.180877
5749,10.935427,14.820073,12.042250,12.508034,12.494708,12.552014,12.512108,11.112009,12.679629,9.711909,11.112009,9.996088,10.106038,8.880168,10.516851,9.527847,8.956655,8.538843,10.055316,13.575761,14.455873
5750,11.248978,15.173131,12.332607,12.875097,12.866857,12.934962,12.902428,11.455569,14.110381,10.008710,11.455569,10.290855,11.358786,9.126141,10.834388,9.797278,10.114343,8.760167,10.350403,13.944700,14.843275
5751,11.584651,15.547588,12.636413,13.245593,13.238255,13.322008,13.287808,11.813834,15.632871,10.339860,11.813834,10.609532,12.772750,9.405230,11.171540,10.092446,11.444795,9.013353,10.667963,14.334716,15.251404
5752,11.865100,15.880764,12.903588,13.552463,13.543365,13.643771,13.605274,12.101900,16.524470,10.598527,12.101900,10.865299,13.592221,9.628697,11.442379,10.330383,12.222608,9.218387,10.923448,14.690055,15.631706
5753,12.103995,16.220069,13.214155,13.810911,13.805112,13.919486,13.868875,12.325122,17.038937,10.781369,12.325122,11.055857,14.009314,9.786592,11.648181,10.505987,12.606785,9.363794,11.115157,15.070510,16.059348
5754,11.640671,15.717580,12.729613,13.246839,13.240084,13.400972,13.318251,11.812542,11.913339,10.306833,11.812542,10.606713,9.540657,9.400884,11.169433,10.094135,8.507881,9.018837,10.667628,14.559800,15.532843
5755,11.368145,15.439777,12.605632,12.898161,12.892294,13.046876,12.957383,11.498351,10.165867,10.039320,11.498351,10.338627,8.080428,9.178903,10.879832,9.849453,7.179205,8.819075,10.398989,14.275612,15.244768
5756,10.816334,14.776809,12.034250,12.172311,12.162610,12.356426,12.232452,10.892391,6.155074,9.552331,10.892391,9.841482,4.826963,8.790573,10.331906,9.402797,4.267521,8.473688,9.898322,13.570370,14.488383
5757,10.592285,14.585187,11.877106,11.969101,11.962724,12.141882,12.028618,10.633921,5.722765,9.239224,10.633921,9.599256,4.245470,8.564591,10.082100,9.179506,3.703550,8.276913,9.660889,13.386473,14.317869
5758,10.313969,14.237378,11.554920,11.657107,11.650867,11.808172,11.684723,10.338188,4.413489,8.991653,10.338188,9.354036,3.225718,8.369884,9.813307,8.959012,2.800091,8.104717,9.414636,13.011969,13.911303
5759,10.107286,13.970410,11.329525,11.470383,11.463323,11.596188,11.515320,10.134468,3.863864,8.753617,10.134468,9.172929,2.690554,8.211390,9.621648,8.795012,2.313070,7.968377,9.235885,12.721489,13.592890
5760,9.885307,13.641956,11.074572,11.223103,11.214000,11.331468,11.299827,9.925548,3.062418,8.551269,9.925548,8.999578,2.063414,8.073609,9.431698,8.640388,1.763341,7.849078,9.062420,12.353967,13.176854
5761,9.792776,13.533828,10.909544,11.203694,11.194856,11.291408,11.273123,9.837708,3.209733,8.402293,9.837708,8.910812,2.072633,7.983916,9.343364,8.558633,1.754737,7.773902,8.977156,12.239635,13.055255
5762,9.675720,13.356425,10.735555,11.077662,11.067801,11.161291,11.152184,9.730840,2.913637,8.309495,9.730840,8.821023,1.865048,7.911206,9.245604,8.477971,1.573584,7.710338,8.887375,12.040756,12.829101
5763,9.573079,13.205661,10.611305,10.934586,10.924183,11.020988,11.011176,9.628906,2.627790,8.246636,9.628906,8.741434,1.687146,7.853961,9.155587,8.407324,1.422501,7.659060,8.806398,11.873124,12.639806
5764,9.651923,13.432387,10.835524,11.074449,11.065821,11.146220,11.128744,9.667189,3.416948,8.205634,9.667189,8.748647,2.147446,7.830104,9.177300,8.408885,1.796465,7.640470,8.818706,12.151574,12.984791
5765,9.691177,13.532110,10.899267,11.092170,11.082420,11.160388,11.080482,9.683398,3.689215,8.286313,9.683398,8.761800,2.433620,7.840202,9.191879,8.417931,2.043727,7.643984,8.830703,12.272596,13.133070
5766,10.098969,14.179260,11.558438,11.564037,11.559041,11.608971,11.463694,10.066420,6.811970,8.669146,10.066420,9.061139,4.900928,8.055859,9.530270,8.674400,4.172526,7.818530,9.130864,13.003281,13.971386
5767,10.375667,14.388571,11.820183,11.820253,11.812877,11.854936,11.739589,10.409015,8.693634,9.078441,10.409015,9.375088,6.755418,8.341161,9.857587,8.957477,5.881094,8.057366,9.437536,13.190063,14.128194
5768,10.689010,14.672801,11.969657,12.217015,12.206656,12.246226,12.153425,10.786852,10.681288,9.420278,10.786852,9.703185,8.470055,8.619519,10.208896,9.255235,7.453922,8.301573,9.763854,13.464477,14.389632
5769,10.882295,14.836550,12.138784,12.413962,12.403391,12.443311,12.366422,11.009381,11.237162,9.652340,11.009381,9.912407,9.083639,8.815434,10.424328,9.450666,8.062548,8.477003,9.969952,13.619322,14.531664
5770,11.159977,15.077624,12.285433,12.731825,12.722240,12.780408,12.718710,11.339059,12.926360,9.959408,11.339059,10.208520,10.592354,9.077982,10.736105,9.725385,9.469738,8.714665,10.264436,13.846599,14.742140
5771,11.522299,15.447969,12.566451,13.147267,13.137195,13.215741,13.171345,11.746128,14.997616,10.320912,11.746128,10.567428,12.403514,9.388727,11.117488,10.057803,11.151106,8.998119,10.622969,14.220291,15.119621
5772,11.684066,15.658516,12.813417,13.306191,13.293871,13.373777,13.334160,11.897232,14.787313,10.460304,11.897232,10.706061,12.258241,9.514891,11.261941,10.188967,11.041891,9.115993,10.761220,14.452607,15.375453
5773,11.800222,15.733044,12.907625,13.410807,13.399359,13.473478,13.439182,12.029055,14.924751,10.618928,12.029055,10.844189,12.540594,9.659323,11.397126,10.324091,11.356983,9.251055,10.896376,14.511761,15.415607
5774,11.917362,15.871690,13.060327,13.535770,13.528168,13.602807,13.572787,12.146827,15.119515,10.720868,12.146827,10.950941,12.680039,9.755055,11.509021,10.425443,11.489234,9.341864,11.003351,14.659395,15.573406
5775,12.059177,16.036591,13.202355,13.690210,13.683033,13.762305,13.728852,12.290977,15.622766,10.853102,12.290977,11.082179,13.133798,9.873382,11.646285,10.549344,11.918457,9.452403,11.134379,14.833573,15.758372
5776,12.164612,16.184531,13.320876,13.814017,13.804728,13.887740,13.848444,12.389767,15.726282,10.931089,12.389767,11.166734,13.185748,9.943702,11.737483,10.628033,11.961190,9.518584,11.219740,14.999228,15.944100
5777,12.313620,16.430957,13.545309,13.987801,13.981850,14.076826,14.024871,12.520639,16.185814,11.016406,12.520639,11.267984,13.478791,10.015330,11.852556,10.718463,12.203049,9.584370,11.323313,15.284542,16.274849
5778,11.883014,15.972082,13.090140,13.457322,13.450657,13.601412,13.519834,12.047154,11.827132,10.574475,12.047154,10.846929,9.639044,9.646703,11.407034,10.329012,8.657622,9.250991,10.903957,14.820186,15.799243
