,Zone0_EFT[C],Zone1_EFT[C],Zone2_EFT[C],Zone3_EFT[C],Zone4_EFT[C],Zone5_EFT[C],GHX0_EFT[C],GHX0_MFT[C],GHX0_q_ghe[W/m],GHX0_ExFT[C],GHX1_EFT[C],GHX1_MFT[C],GHX1_q_ghe[W/m],GHX1_ExFT[C],GHX2_EFT[C],GHX2_MFT[C],GHX2_q_ghe[W/m],GHX2_ExFT[C],ISHX0_N_EFT[C],ISHX0_N_ExFT[C],ISHX0_HP_EFT[C]
2191,6.438861,7.809371,6.520827,5.914090,5.909567,5.682857,5.464445,6.027412,-2.445592,6.590379,6.027412,6.268665,-1.048031,6.509918,6.156080,6.303640,-0.641017,6.451200,6.224941,7.080621,7.294540
2192,6.696632,8.828250,6.934227,6.521273,6.516227,6.303917,6.075033,6.250118,-0.699738,6.425202,6.250118,6.341962,-0.367064,6.433807,6.299101,6.347782,-0.194556,6.396463,6.321819,7.821071,8.195884
2193,6.905209,9.447586,7.314515,7.135987,7.130918,6.971841,6.765995,6.517231,0.972807,6.268466,6.517231,6.438595,0.307512,6.359958,6.475292,6.409393,0.257700,6.343494,6.444539,8.287220,8.747890
2194,7.017387,9.739636,7.551310,7.467059,7.461625,7.355822,7.159641,6.699183,1.715676,6.238725,6.699183,6.513949,0.690185,6.328715,6.600392,6.459050,0.526644,6.317707,6.534432,8.466251,8.949206
2195,7.159172,10.073385,7.817055,7.816873,7.809929,7.760357,7.596301,6.883206,2.565637,6.170111,6.883206,6.587992,1.062145,6.292779,6.725759,6.508080,0.783184,6.290401,6.624175,8.764161,9.299158
2196,7.299529,10.328048,7.978462,8.250606,8.243682,8.236938,8.097448,7.102190,3.679418,6.106932,7.102190,6.679487,1.562711,6.256784,6.876748,6.570070,1.133775,6.263391,6.733632,8.997222,9.563120
2197,7.430520,10.542975,8.101498,8.570144,8.561573,8.584344,8.465737,7.299134,4.519115,6.132531,7.299134,6.773779,2.035089,6.248423,7.018944,6.636421,1.481795,6.253898,6.840434,9.200778,9.790865
2198,7.535326,10.732422,8.271306,8.729312,8.722846,8.769227,8.666503,7.430491,4.844552,6.194478,7.430491,6.845017,2.294765,6.259543,7.118238,6.688078,1.686010,6.257919,6.917497,9.388815,10.006644
2199,7.623507,10.882494,8.394559,8.841470,8.836410,8.898801,8.785264,7.532586,5.078020,6.279907,7.532586,6.908477,2.529966,6.284369,7.199728,6.735886,1.880290,6.272043,6.983268,9.544224,10.184463
2200,7.613481,10.785104,8.367858,8.763871,8.758853,8.829872,8.695345,7.535320,4.626091,6.375295,7.535320,6.926524,2.427834,6.317727,7.210629,6.751643,1.830399,6.292658,6.996436,9.464616,10.081661
2201,7.440226,10.204266,8.105822,8.350882,8.345093,8.429511,8.228413,7.361612,3.046794,6.494812,7.361612,6.859399,1.765275,6.357185,7.093765,6.705164,1.365928,6.316564,6.912418,9.023650,9.551458
2202,7.424285,10.262596,8.137248,8.310122,8.303098,8.402036,8.110072,7.249078,2.449478,6.388084,7.249078,6.788899,1.309182,6.328720,7.003649,6.650463,1.004796,6.297276,6.838829,9.180653,9.766109
2203,7.230668,9.752599,7.851637,7.810371,7.802088,7.883995,7.561037,7.057118,1.232989,6.553199,7.057118,6.708682,0.852553,6.360246,6.871286,6.592166,0.682951,6.313046,6.741030,8.699582,9.189220
2204,6.942748,8.866906,7.289453,7.154236,7.144640,7.219515,6.871105,6.842396,0.059406,6.813687,6.842396,6.627599,0.444468,6.412802,6.727838,6.534461,0.400144,6.341085,6.637595,7.858206,8.163359
2205,6.803347,8.440716,7.062216,6.910745,6.896456,6.960064,6.658129,6.733709,-0.147068,6.809289,6.733709,6.577120,0.304698,6.420532,6.650195,6.497569,0.296987,6.344943,6.578969,7.476481,7.700859
2206,6.614962,7.806791,6.717849,6.451877,6.441433,6.475319,6.206249,6.599006,-0.745093,6.991762,6.599006,6.529471,0.131914,6.459936,6.561920,6.464440,0.184928,6.366960,6.516430,6.910559,7.009091
2207,6.491620,7.379314,6.511779,6.189173,6.178353,6.162231,6.009880,6.511781,-0.934748,7.013682,6.511781,6.493034,0.034915,6.474286,6.501782,6.438635,0.117607,6.375487,6.472314,6.549538,6.568844
2208,6.412485,7.178743,6.394656,5.932175,5.920564,5.852333,5.807229,6.429494,-1.187125,7.051759,6.429494,6.460475,-0.059105,6.491457,6.446017,6.416116,0.057045,6.386214,6.432063,6.353752,6.334174
2209,6.326628,6.905082,6.270935,5.777180,5.765740,5.646003,5.621569,6.350068,-1.443126,7.078568,6.350068,6.429199,-0.156755,6.508331,6.392272,6.394837,-0.005083,6.397403,6.393469,6.126104,6.059263
2210,6.226707,6.618334,6.159484,5.507362,5.497707,5.344385,5.335526,6.229031,-2.042737,7.122536,6.229031,6.385624,-0.358003,6.542216,6.312547,6.367043,-0.124589,6.421539,6.337978,5.892892,5.781620
2211,6.144084,6.338468,6.049325,5.442572,5.432851,5.240783,5.232094,6.157346,-2.155336,7.082599,6.157346,6.351938,-0.453292,6.546529,6.261128,6.343969,-0.192975,6.426810,6.299787,5.676975,5.521271
2212,6.321746,7.386375,6.338514,5.569690,5.561057,5.352724,5.333805,6.127507,-2.026157,6.921209,6.127507,6.325614,-0.505726,6.523721,6.233164,6.325173,-0.234879,6.417182,6.276102,6.458679,6.504324
2213,6.516539,8.350107,6.603767,5.909882,5.897981,5.672064,5.568262,6.161737,-1.508298,6.755212,6.161737,6.321135,-0.405106,6.480533,6.246749,6.319434,-0.184726,6.392119,6.280669,7.224151,7.460022
2214,7.174487,10.480570,7.820687,7.553990,7.546457,7.390443,7.148640,6.603029,2.032418,6.057418,6.603029,6.439680,0.608481,6.276331,6.515910,6.393083,0.457533,6.270256,6.458591,9.322176,10.038073
2215,7.458313,11.130000,8.368269,8.224482,8.212165,8.092350,7.890575,7.004596,4.220400,6.118617,7.004596,6.622735,1.819013,6.240873,6.800937,6.521465,1.331275,6.241993,6.670516,9.821702,10.609499
2216,7.646812,11.294534,8.633278,8.750921,8.731555,8.623255,8.445448,7.346622,5.721887,6.247796,7.346622,6.808460,2.802360,6.270297,7.059602,6.659001,2.086040,6.258400,6.872655,9.969282,10.743439
2217,7.841296,11.476628,8.810314,9.056273,9.037590,8.954668,8.815777,7.643003,6.864996,6.470228,7.643003,7.002438,3.749629,6.361874,7.301368,6.811546,2.867239,6.321724,7.072785,10.146829,10.915340
2218,7.962022,11.531680,8.912486,9.184068,9.166178,9.113692,8.996177,7.836609,7.275059,6.677041,7.836609,7.153467,4.285993,6.470325,7.472267,6.937233,3.356766,6.402200,7.222584,10.180335,10.919772
2219,8.214018,11.833094,9.184892,9.538197,9.519343,9.499054,9.414778,8.154279,8.902508,6.893781,8.154279,7.378972,5.475755,6.603664,7.740782,7.123926,4.356662,6.507070,7.452916,10.497324,11.258427
2220,8.456109,12.197370,9.515567,9.859951,9.837967,9.833413,9.761833,8.411451,9.801274,7.061069,8.411451,7.562713,6.160266,6.713975,7.958791,7.277519,4.944771,6.596248,7.640864,10.901843,11.717087
2221,8.529064,12.210336,9.602303,9.882681,9.862190,9.855057,9.792916,8.511098,9.530847,7.229279,8.511098,7.667868,6.269759,6.824638,8.061375,7.373810,5.112330,6.686244,7.740511,10.894721,11.683274
2222,8.676573,12.413491,9.812167,10.065304,10.052105,10.047580,9.994342,8.668208,10.085934,7.342074,8.668208,7.789127,6.685864,6.910046,8.199365,7.479049,5.478374,6.758733,7.863218,11.116639,11.929994
2223,8.890465,12.691552,10.034669,10.339894,10.328009,10.331402,10.274794,8.903104,11.223992,7.531414,8.903104,7.973282,7.608363,7.043460,8.407199,7.638849,6.287103,6.870499,8.048636,11.415953,12.257782
2224,8.982935,12.847685,10.175562,10.451194,10.435259,10.433359,10.364828,8.979224,10.926456,7.593619,8.979224,8.036787,7.431773,7.094350,8.476591,7.695887,6.156390,6.915184,8.112262,11.594954,12.465627
2225,9.172709,13.206705,10.495948,10.723442,10.713340,10.714885,10.624050,9.143570,11.647843,7.663089,9.143570,8.145329,7.853770,7.147088,8.611175,7.785967,6.492414,6.960759,8.226078,12.012602,12.959233
2226,8.753294,12.708108,10.078274,10.125145,10.112396,10.118138,9.954808,8.622824,6.828602,7.290841,8.622824,7.767544,4.384718,6.912263,8.166675,7.468567,3.578949,6.770459,7.840891,11.490503,12.402905
2227,8.573933,12.500871,9.891123,9.891123,9.880581,9.862812,9.692824,8.406170,6.038714,7.119517,8.406170,7.603279,3.768250,6.800388,7.977962,7.328689,3.047265,6.679416,7.674968,11.270830,12.169796
2228,8.118355,11.759924,9.136226,9.119982,9.101876,9.028258,8.786955,7.899068,2.676613,7.011181,7.899068,7.294538,1.822408,6.690008,7.576652,7.079514,1.498665,6.582377,7.344655,10.439456,11.213157
2229,7.977937,11.629578,8.954456,8.901055,8.890049,8.767524,8.555376,7.691329,2.414548,6.827283,7.691329,7.146561,1.522336,6.601793,7.400786,6.957170,1.239671,6.513553,7.193765,10.330451,11.114622
2230,7.734239,11.179048,8.316257,7.924663,7.916683,7.744519,7.567252,7.354183,0.617368,7.141115,7.354183,7.006977,1.006034,6.659770,7.169006,6.854577,0.911062,6.540147,7.022273,9.870138,10.582105
2231,7.541133,10.774621,7.952622,7.407617,7.400023,7.181286,7.085367,7.120262,-0.103723,7.155158,7.120262,6.895549,0.667936,6.670835,7.000415,6.772456,0.677582,6.544497,6.894034,9.482430,10.129529
2232,7.378306,10.390303,7.699647,7.098189,7.090527,6.822614,6.793331,6.953616,-0.473210,7.113900,6.953616,6.807027,0.432777,6.660437,6.875435,6.705812,0.500780,6.536189,6.796277,9.124392,9.706420
2233,7.222036,10.025464,7.437314,6.745184,6.737837,6.445915,6.430162,6.778886,-1.075581,7.127610,6.778886,6.723139,0.171943,6.667392,6.749154,6.644702,0.322167,6.540249,6.700410,8.786914,9.308540
2234,7.063933,9.573677,7.225700,6.527567,6.520341,6.197405,6.190830,6.642967,-1.399351,7.095104,6.642967,6.650703,-0.023943,6.658439,6.647093,6.590555,0.174983,6.534017,6.620708,8.393607,8.836831
2235,6.886839,9.062078,6.976791,6.203778,6.196924,5.865841,5.859680,6.479327,-2.042420,7.098975,6.479327,6.571920,-0.305194,6.664512,6.528710,6.533801,-0.016781,6.538892,6.531086,7.954097,8.309850
2236,7.049378,9.783512,7.239089,6.545205,6.539142,6.221634,6.208457,6.509519,-1.108254,6.810581,6.509519,6.548378,-0.143046,6.587237,6.530244,6.511952,0.067336,6.493660,6.521708,8.632389,9.160059
2237,7.064131,9.893007,7.265397,6.561740,6.554603,6.269979,6.207610,6.475836,-1.137218,6.744063,6.475836,6.517097,-0.174934,6.558357,6.497842,6.487371,0.044396,6.476899,6.492955,8.777660,9.348836
2238,7.538330,11.201879,8.216097,7.898696,7.893243,7.662017,7.486438,6.941015,2.798476,6.395593,6.941015,6.682446,1.326681,6.423876,6.803112,6.596576,1.059701,6.390041,6.706728,10.033134,10.864736
2239,7.748145,11.454474,8.658274,8.508617,8.498667,8.316538,8.153901,7.326936,4.886954,6.499971,7.326936,6.883246,2.621988,6.439556,7.090301,6.744122,2.045748,6.397943,6.928751,10.206328,11.025723
2240,7.924915,11.610147,8.901912,8.997184,8.980788,8.811903,8.661109,7.641827,6.256763,6.622546,7.641827,7.064978,3.540936,6.488128,7.334174,6.882623,2.771804,6.431072,7.123450,10.329309,11.130774
2241,8.045174,11.714394,9.055939,9.159819,9.142654,8.986457,8.859154,7.823398,6.607248,6.787642,7.823398,7.195866,4.003125,6.568334,7.488714,6.989068,3.187320,6.489422,7.255546,10.414057,11.203685
2242,8.160439,11.800929,9.203621,9.299972,9.283527,9.161354,9.053154,7.996369,7.193512,6.939584,7.996369,7.327322,4.554189,6.658274,7.639544,7.099423,3.676588,6.559303,7.387488,10.479292,11.252243
2243,8.366629,12.043000,9.430919,9.610838,9.592855,9.505291,9.424958,8.263935,8.591437,7.102912,8.263935,7.514723,5.544080,6.765512,7.864355,7.255238,4.507397,6.646121,7.580101,10.726212,11.512739
2244,8.644763,12.434642,9.737007,10.030239,10.009915,9.946293,9.880161,8.583216,10.181836,7.286271,8.583216,7.735570,6.654553,6.887925,8.131138,7.438762,5.435592,6.746385,7.808029,11.154962,11.991696
2245,8.838743,12.586402,9.890308,10.256449,10.238503,10.199412,10.145043,8.841225,11.085927,7.537407,8.841225,7.949933,7.578358,7.058640,8.365869,7.626680,6.285078,6.887490,8.020914,11.292229,12.110058
2246,9.076360,12.882805,10.187604,10.553142,10.541813,10.525103,10.479365,9.109374,12.142691,7.739384,9.109374,8.159039,8.423141,7.208705,8.602529,7.808907,7.034141,7.015285,8.232172,11.608924,12.453112
2247,9.320423,13.178234,10.449823,10.847464,10.837080,10.834051,10.784531,9.377736,13.175968,7.970942,9.377736,8.379840,9.346247,7.381943,8.845525,8.004736,7.874785,7.163947,8.453157,11.922223,12.789490
2248,9.537883,13.467986,10.681919,11.122015,11.108820,11.111994,11.055261,9.603636,13.857914,8.152010,9.603636,8.563449,9.930117,7.523263,9.048870,8.168075,8.408485,7.287281,8.637832,12.238034,13.138085
2249,9.754024,13.824827,11.007997,11.403312,11.394891,11.401351,11.325601,9.802098,14.404749,8.278594,9.802098,8.712333,10.303744,7.622568,9.220890,8.297708,8.728696,7.374527,8.790072,12.645879,13.609830
2250,9.263081,13.268009,10.541602,10.764453,10.753869,10.762300,10.627346,9.211787,8.800883,7.796228,9.211787,8.252844,5.961986,7.293901,8.700351,7.900555,4.972526,7.100760,8.327113,12.070987,13.006955
2251,8.977147,12.947645,10.330783,10.364006,10.354631,10.341898,10.190919,8.863190,7.024670,7.535460,8.863190,7.986983,4.635779,7.110777,8.395880,7.671520,3.832397,6.947161,8.057845,11.735052,12.654354
2252,8.523774,12.303252,9.679056,9.660764,9.645879,9.591580,9.391628,8.339314,3.834952,7.287000,8.339314,7.632813,2.574703,6.926312,7.962514,7.376296,2.136353,6.790079,7.688946,11.028259,11.863087
2253,8.340353,12.122483,9.452981,9.410469,9.400978,9.301013,9.120763,8.093592,3.383820,7.066421,8.093592,7.445842,2.133890,6.798092,7.748125,7.217143,1.749218,6.686162,7.500333,10.860412,11.700432
2254,8.058538,11.647186,8.791191,8.475449,8.468181,8.308450,8.146058,7.713648,1.370261,7.281237,7.713648,7.264031,1.424785,6.814415,7.473853,7.076973,1.257669,6.680093,7.288642,10.368225,11.138121
2255,7.859888,11.298756,8.412554,7.948680,7.941694,7.732808,7.644011,7.456882,0.601980,7.269754,7.456882,7.129860,1.052008,6.802838,7.282470,6.974045,0.992184,6.665620,7.138539,10.023936,10.745285
2256,7.691222,10.944340,8.138971,7.612062,7.604977,7.345842,7.318984,7.268692,0.162187,7.218400,7.268692,7.024290,0.788172,6.779889,7.138344,6.892305,0.793455,6.646265,7.023526,9.694311,10.362007
2257,7.525585,10.584729,7.852699,7.233832,7.227128,6.947456,6.932833,7.077302,-0.480963,7.221771,7.077302,6.926510,0.502014,6.775717,6.996879,6.818759,0.592994,6.640638,6.913757,9.361070,9.972899
2258,7.361686,10.150728,7.625419,6.999413,6.992523,6.685138,6.678970,6.929090,-0.827024,7.179210,6.929090,6.842728,0.285557,6.756365,6.883030,6.754171,0.426073,6.625312,6.822896,8.978058,9.516849
2259,7.180080,9.659780,7.348538,6.639369,6.633041,6.317234,6.311433,6.749327,-1.536064,7.187222,6.749327,6.753892,-0.016013,6.758457,6.751762,6.688826,0.220770,6.625890,6.722392,8.553145,9.010833
2260,7.332077,10.323926,7.630121,7.003505,6.997645,6.702045,6.689562,6.795179,-0.411128,6.900797,6.795179,6.734870,0.234759,6.674561,6.763014,6.668821,0.366658,6.574628,6.719058,9.171135,9.784154
2261,7.340081,10.410203,7.649931,7.018450,7.011390,6.745514,6.683716,6.770731,-0.372897,6.857746,6.770731,6.709152,0.263891,6.647573,6.737889,6.647262,0.388375,6.556636,6.695596,9.273535,9.918020
2262,7.791604,11.558428,8.589029,8.318335,8.313154,8.108249,7.939757,7.252082,3.681141,6.564407,7.252082,6.893435,1.919847,6.534787,7.060803,6.772675,1.542360,6.484546,6.926343,10.387386,11.252647
2263,7.998316,11.779338,9.001889,8.879516,8.869863,8.714416,8.557426,7.630767,5.678008,6.704109,7.630767,7.101867,3.240782,6.572967,7.348687,6.929040,2.571350,6.509392,7.152852,10.534708,11.380173
2264,8.233965,12.004042,9.274822,9.451101,9.435931,9.308889,9.169433,8.019496,7.643176,6.869560,8.019496,7.335329,4.547389,6.651162,7.654607,7.110576,3.615959,6.566545,7.400726,10.733683,11.566922
2265,8.441650,12.204001,9.480460,9.748182,9.732996,9.634426,9.521472,8.313100,8.706453,7.104729,8.313100,7.546906,5.520513,6.780713,7.904464,7.285005,4.463269,6.665546,7.615383,10.920453,11.746721
2266,8.570106,12.275093,9.592977,9.890211,9.875374,9.803386,9.705920,8.502990,9.109278,7.300059,8.502990,7.704363,6.047658,6.905736,8.077056,7.421346,4.965407,6.765637,7.771058,10.967252,11.766301
2267,8.783646,12.514553,9.852916,10.159564,10.143225,10.101089,10.028017,8.763422,10.306593,7.498828,8.763422,7.904504,7.000287,7.045585,8.305332,7.593607,5.800645,6.881881,7.973194,11.215004,12.025457
2268,8.853041,12.654787,10.055652,10.205198,10.184309,10.131862,10.063994,8.803193,9.641312,7.542392,8.803193,7.942735,6.579896,7.082278,8.344282,7.629117,5.468851,6.913951,8.010538,11.380550,12.223053
2269,8.905592,12.648695,10.062314,10.238215,10.219182,10.164226,10.106484,8.883030,9.780064,7.659575,8.883030,8.025021,6.858763,7.167011,8.425425,7.705591,5.754217,6.985757,8.089502,11.353863,12.169953
2270,9.008217,12.791498,10.207260,10.365735,10.353320,10.295504,10.245505,8.989600,10.157249,7.733695,8.989600,8.108446,7.126419,7.227291,8.519651,7.779159,5.988804,7.038666,8.174088,11.510603,12.344731
2271,9.217644,13.059545,10.426725,10.657818,10.646640,10.616104,10.562747,9.229820,11.558266,7.896893,9.229820,8.288351,8.163803,7.346881,8.727703,7.934308,6.879801,7.140913,8.357452,11.798220,12.658412
2272,9.457149,13.380704,10.663654,10.993090,10.979227,10.963861,10.904284,9.492753,12.805338,8.081222,9.492753,8.487706,9.117738,7.482659,8.956728,8.106973,7.708933,7.257218,8.560176,12.148067,13.045040
2273,9.517924,13.564571,10.873160,11.071711,11.062069,11.043986,10.957415,9.508341,11.950633,8.059266,9.508341,8.489754,8.400364,7.471167,8.965094,8.107024,7.076573,7.248954,8.564662,12.377709,13.330971
2274,9.031077,12.997911,10.382828,10.398081,10.385715,10.356453,10.198220,8.912260,6.795507,7.626301,8.912260,8.045244,4.581651,7.178227,8.449852,7.727371,3.817869,7.004890,8.112694,11.786226,12.704610
2275,8.857744,12.809598,10.189995,10.192583,10.182656,10.136986,9.977876,8.708874,6.355389,7.439872,8.708874,7.879584,4.153234,7.050293,8.266586,7.582475,3.426149,6.898364,7.947334,11.588973,12.499383
2276,8.446962,12.181527,9.566182,9.559901,9.544199,9.466658,9.255998,8.252349,3.464672,7.248699,8.252349,7.576438,2.333293,6.900528,7.891863,7.330684,1.937231,6.769505,7.629980,10.897909,11.714891
2277,8.320288,12.082127,9.445780,9.424569,9.414868,9.313699,9.129275,8.077473,3.382233,7.025671,8.077473,7.431099,2.078514,6.784726,7.732740,7.205342,1.695931,6.677944,7.486621,10.821289,11.654956
2278,8.090362,11.680174,8.902989,8.668082,8.660778,8.516673,8.350484,7.776004,1.778518,7.201524,7.776004,7.284716,1.520965,6.793429,7.513984,7.091524,1.307883,6.669064,7.316836,10.410941,11.184468
2279,7.925588,11.367920,8.621515,8.307374,8.299751,8.112158,8.017226,7.585735,1.299450,7.154244,7.585735,7.175698,1.234842,6.765661,7.367049,7.005277,1.089488,6.643506,7.198222,10.107685,10.835051
2280,7.785348,11.081012,8.382659,7.989183,7.981672,7.751914,7.722801,7.428902,0.875407,7.135004,7.428902,7.087572,1.016687,6.746242,7.246859,6.935999,0.925930,6.625138,7.101791,9.836017,10.519574
2281,7.634190,10.747748,8.080513,7.573750,7.566410,7.309330,7.293692,7.246450,0.147220,7.199208,7.246450,7.002637,0.759793,6.758824,7.116416,6.873000,0.758556,6.629583,7.002822,9.528293,10.159661
2282,7.477296,10.332734,7.834297,7.302194,7.295091,7.006021,6.999498,7.095738,-0.301254,7.191978,7.095738,6.924945,0.534622,6.754152,7.004648,6.814341,0.595707,6.624033,6.915838,9.161672,9.723131
2283,7.324577,9.944355,7.584368,6.972837,6.965772,6.670824,6.664518,6.936776,-0.879784,7.209034,6.936776,6.847759,0.287652,6.758742,6.889300,6.757411,0.426191,6.625522,6.827752,8.815051,9.311876
2284,7.488586,10.609392,7.923210,7.411123,7.404759,7.136020,7.122312,7.011153,0.394614,6.899994,7.011153,6.842347,0.599259,6.673542,6.921123,6.747425,0.616629,6.573726,6.840064,9.434154,10.082676
2285,7.504575,10.703633,7.942017,7.411593,7.403909,7.165709,7.097907,6.996037,0.398356,6.894167,6.996037,6.827633,0.658535,6.659229,6.906221,6.735104,0.669146,6.563986,6.826366,9.539202,10.217411
2286,7.933699,11.745642,8.847172,8.640209,8.634704,8.462688,8.286558,7.459343,4.238575,6.632128,7.459343,7.014354,2.280082,6.569365,7.222015,6.866034,1.824018,6.510052,7.055891,10.567124,11.444933
2287,8.139200,11.951801,9.225204,9.138365,9.128619,9.004874,8.845217,7.825439,6.145512,6.805661,7.825439,7.227199,3.605188,6.628959,7.506378,7.029341,2.874778,6.552304,7.283760,10.705520,11.560960
2288,8.377960,12.178069,9.459724,9.657768,9.642676,9.545266,9.406811,8.203642,8.053922,7.000473,8.203642,7.466674,4.933207,6.729706,7.810593,7.219571,3.956252,6.628550,7.534783,10.907494,11.750672
2289,8.594691,12.381468,9.662375,9.952855,9.937916,9.868070,9.757011,8.502904,9.188981,7.248796,8.502904,7.689057,5.963143,6.875210,8.068852,7.405636,4.859453,6.742421,7.759351,11.100710,11.936049
2290,8.749092,12.475273,9.786496,10.129755,10.115343,10.077479,9.982886,8.723977,9.823394,7.465067,8.723977,7.871951,6.648439,7.019926,8.269563,7.565024,5.497587,6.860485,7.940778,11.174035,11.982349
2291,9.024402,12.779453,10.069499,10.483358,10.467930,10.460110,10.391144,9.057974,11.518089,7.724804,9.057974,8.132288,7.997580,7.206602,8.564275,7.790851,6.682095,7.017426,8.203343,11.487578,12.308637
2292,9.263529,13.111824,10.385785,10.778619,10.760479,10.766959,10.707900,9.308801,12.318645,7.909702,9.308801,8.327088,8.643690,7.345374,8.785220,7.960776,7.258987,7.136331,8.400480,11.852677,12.715727
2293,9.450059,13.258049,10.538521,10.966512,10.950374,10.969342,10.920393,9.538156,13.071002,8.155918,9.538156,8.535025,9.486005,7.531895,9.003153,8.150220,8.065681,7.297287,8.605117,11.984883,12.829824
2294,9.688526,13.544891,10.809684,11.249782,11.239605,11.267508,11.226479,9.798409,14.125526,8.370340,9.798409,8.750867,10.361599,7.703325,9.239720,8.343991,8.859971,7.448261,8.821713,12.288965,13.155778
